"","year","make","model","price","mileage","ratings"
"3720",2010,"Ford","Taurus","9186","105640","4.8  "
"3721",2013,"Nissan","Altima","8994","84259","4.4  "
"3722",2018,"Mazda","CX","27888","19009","4.9  "
"3723",2015,"Kia","Optima","13498","62148","4.8  "
"3724",2008,"Mazda","Mazda3","4495","121879","3  "
"3725",2015,"Nissan","Pathfinder","26998","43005","3  "
"3726",2008,"Ford","F","18592","68537","4.8  "
"3727",2015,"Land","Rover","41848","30582","4.6  "
"3728",2011,"Saab","9","6990","121000",NA
"3729",2015,"Mercedes","Benz","33498","39807","4.9  "
"3730",2013,"Lexus","GX","27497","71887","4.9  "
"3731",2015,"Chevrolet","City","11890","83163","2.8  "
"3732",2008,"Jeep","Grand","6991","133110","4.4  "
"3733",2013,"Mercedes","Benz","15664","46737","4.6  "
"3734",2019,"Jeep","Cherokee","24321",NA,"4.7  "
"3735",2012,"Land","Rover","24896","83416","4.4  "
"3736",2016,"Mercedes","Benz","36998","20562","4.7  "
"3737",2016,"Ford","F","29990","20401","4.9  "
"3738",2019,"Volkswagen","Tiguan","30425",NA,"4.8  "
"3739",2017,"MINI","Clubman","19325","43039","4.8  "
"3740",2017,"Honda","Civic","16500","22810","4.3  "
"3741",2017,"Acura","TLX","27588","32962","4.3  "
"3742",2017,"Ford","Shelby","50800","1453","4.7  "
"3743",2019,"BMW","M760","168395",NA,"4.8  "
"3744",2014,"Audi","S4","28500","62672","4.7  "
"3745",2018,"Ford","Focus","15900","6894","4.7  "
"3746",2018,"Audi","A4","37498","9860","4.3  "
"3747",2015,"Toyota","RAV4","22900","22123","5  "
"3748",2018,"Audi","A4","38064","8704","4.8  "
"3749",2019,"Genesis","G70","43115",NA,"3.5  "
"3750",2015,"Jeep","Grand","29000","23149","4.6  "
"3751",2015,"BMW","X5","33485","31082","4.7  "
"3752",2017,"Toyota","4Runner","26284","43755","4.8  "
"3753",2017,"Jeep","Grand","35915","24143","4.8  "
"3754",2012,"Kia","Sorento","9000","93980","4.8  "
"3755",2015,"Subaru","Outback","17970","51912","4.8  "
"3756",1999,"Ford","Mustang","6995","46188","5  "
"3757",2016,"Toyota","Tacoma","29888","51865","4.7  "
"3758",2006,"Toyota","Camry","7000","79887","5  "
"3759",2015,"Hyundai","Sonata","11200","76926","4.9  "
"3760",2019,"Volvo","XC60","45988",NA,"5  "
"3761",2018,"BMW","X2","44395",NA,"4.9  "
"3762",2018,"Hyundai","Santa","32348",NA,"4.9  "
"3763",2016,"Ford","F","38990","16919","4.8  "
"3764",2017,"Mercedes","Benz","39400","24209","4.8  "
"3765",2011,"Acura","TL","10995","115477","4  "
"3766",2007,"Saturn","Aura","5998","61489","4.8  "
"3767",2016,"RAM","1500","39000","10021","4.9  "
"3768",2016,"Chevrolet","Camaro","29995","2122",NA
"3769",2018,"INFINITI","QX60","34800","11630","4.3  "
"3770",2017,"Ford","Explorer","26650","57800","4.7  "
"3771",2014,"Hyundai","Sonata","8900","29336","5  "
"3772",2016,"Honda","Accord","17999","23748","4.3  "
"3773",2010,"Toyota","RAV4","9900","132000",NA
"3774",2016,"Nissan","Maxima","22899","25135","4.8  "
"3775",2010,"Chrysler","Town","7699","88926","4.4  "
"3776",2006,"Toyota","Camry","5595","117297","5  "
"3777",2012,"Ford","Escape","11173","73644","4.7  "
"3778",2018,"Toyota","Highlander","33635",NA,"4.9  "
"3779",2014,"Volkswagen","Jetta","12990","38115","4.8  "
"3780",2014,"Ford","Focus","9925","36095","4.9  "
"3781",2008,"MINI","Cooper","7495","69339","5  "
"3782",2015,"Chevrolet","Silverado","27995","32378","4.7  "
"3783",2018,"Chevrolet","Silverado","48995","8298","4.9  "
"3784",2017,"Chevrolet","Tahoe","41500","16190","4.9  "
"3785",2015,"Volkswagen","Tiguan","16000","39610","4.9  "
"3786",2019,"Jeep","Cherokee","37878",NA,"4.9  "
"3787",2018,"Nissan","Altima","19102",NA,"4.9  "
"3788",2010,"Honda","Civic","5488","181900","4.8  "
"3789",2018,"Nissan","Altima","19102",NA,"4.9  "
"3790",2019,"Nissan","Rogue","26492",NA,"4.9  "
"3791",2018,"Toyota","Tundra","47924","812","3.8  "
"3792",2016,"Toyota","RAV4","25300","29011","4.8  "
"3793",2018,"Chevrolet","Equinox","22987","18175","3.8  "
"3794",2018,"Nissan","Altima","18999","19560","3.8  "
"3795",2013,"Toyota","Venza","14900","107928","4.8  "
"3796",2006,"Jeep","Wrangler","12995","106000","5  "
"3797",2017,"Toyota","Tacoma","33010","13588","4.5  "
"3798",2016,"Subaru","WRX","24204","20215","4.5  "
"3799",2014,"Subaru","Outback","14139","89770","4.5  "
"3800",2018,"Nissan","Leaf","30425",NA,"4.8  "
"3801",2017,"Chevrolet","Express","25995","18949","4.7  "
"3802",2016,"Subaru","Outback","22990","41276","4.8  "
"3803",2013,"Nissan","Rogue","6999","165855","4.8  "
"3804",2010,"Volvo","S80","5995","148450","4.7  "
"3805",2002,"BMW","330","4995","108144","5  "
"3806",2015,"Mercedes","Benz","29000","57850","3.5  "
"3807",2019,"Subaru","Outback","22728",NA,"3.5  "
"3808",2012,"Honda","CR","5995","94850","4.3  "
"3809",2014,"Ford","F","24250","59155","4.1  "
"3810",2017,"Honda","HR","18981","28752","4.9  "
"3811",2017,"BMW","540","52446","13025","5  "
"3812",2002,"Lexus","ES","6888","115223","4.8  "
"3813",2011,"Mercedes","Benz","18997","43901","5  "
"3814",2016,"Honda","Pilot","24798","35096","4.8  "
"3815",2016,"Honda","Accord","20462","25860","4.9  "
"3816",2018,"INFINITI","QX80","49270","20433","4.8  "
"3817",2014,"Chevrolet","Cruze","10538","51761","4.8  "
"3818",2018,"INFINITI","Q50","42700","8126","4.8  "
"3819",2012,"RAM","2500","35150","21365","2.9  "
"3820",2019,"Hyundai","Elantra","23610",NA,"4  "
"3821",2012,"Buick","LaCrosse","12995","67376","4.9  "
"3822",2016,"Jeep","Cherokee","22500","21871","4.8  "
"3823",2014,"Toyota","Tundra","26751","72994","4.8  "
"3824",2015,"Lexus","NX","27988","39474","4.7  "
"3825",2016,"Ford","Escape","19997","15285","4.9  "
"3826",2008,"Toyota","FJ","20998","75281","3  "
"3827",2016,"Volkswagen","Tiguan","16988","32123","4.7  "
"3828",2009,"Honda","Ridgeline","7990","205889","4.8  "
"3829",2011,"Hyundai","Genesis","8990","88430","3  "
"3830",2015,"Ford","Taurus","21998","63292","4.8  "
"3831",2018,"Subaru","Forester","24700","14218","4.8  "
"3832",2015,"Jeep","Grand","28880","33318","4.7  "
"3833",2013,"FIAT","500","4995","112983","4.1  "
"3834",2013,"Land","Rover","26998","47205","4  "
"3835",2017,"Ford","Edge","24951","3335","4.5  "
"3836",2019,"Jeep","Grand","40144",NA,"4.7  "
"3837",2016,"Cadillac","XTS","30989","27328","4.9  "
"3838",2017,"Lexus","LX","79993","11275","4.8  "
"3839",2012,"RAM","1500","16800","98638","4.8  "
"3840",2010,"Toyota","Prius","9995","69308",NA
"3841",2015,"Lexus","RX","30995","34586",NA
"3842",2016,"Mazda","CX","18990","13010","4.9  "
"3843",2016,"Mercedes","Benz","34000","42693","4.7  "
"3844",2017,"Toyota","Sienna","22000","44924","4.7  "
"3845",2011,"Subaru","Outback","6297","178275","5  "
"3846",2018,"BMW","320","39998","3001","4.8  "
"3847",2018,"Alfa","Romeo","85340",NA,NA
"3848",2014,"Chevrolet","Impala","9800","59751","4.9  "
"3849",2018,"Cadillac","CT6","55000","7848","5  "
"3850",2015,"Jeep","Grand","34998","10352","4.9  "
"3851",2018,"Audi","Q3","27500","27424","4.6  "
"3852",2017,"Honda","CR","19000","39429","4.6  "
"3853",2006,"Pontiac","Grand","7000","103040","5  "
"3854",2016,"Audi","Q5","32949","20913","4.7  "
"3855",2018,"Hyundai","Sonata","23004",NA,"4.9  "
"3856",2015,"Ford","F","29500","30952","4.9  "
"3857",2016,"BMW","X3","34573","41412","4.9  "
"3858",2015,"BMW","X5","38400","38010","4.8  "
"3859",2013,"Ford","Mustang","35998","2279","4.8  "
"3860",2016,"Toyota","Highlander","26645","36025","4.7  "
"3861",2013,"Ford","F","27498","59611","4.8  "
"3862",2017,"BMW","740","56495","22601","4.9  "
"3863",2018,"Audi","Q5","36796","16741","4.6  "
"3864",2009,"Audi","A5","15491","59817","3.4  "
"3865",2015,"Toyota","Camry","18998","36849","4.9  "
"3866",2008,"Volvo","S80","8988","74700","4.8  "
"3867",2018,"Nissan","Altima","19406",NA,"4.8  "
"3868",2015,"Nissan","Rogue","17624","35891","4.8  "
"3869",2018,"Nissan","Altima","18774",NA,"4.3  "
"3870",2011,"Hyundai","Santa","10924","53066","4.8  "
"3871",2012,"Mazda","CX","14855","62896","5  "
"3872",2014,"Mazda","Mazda5","10990","68411","4.9  "
"3873",2015,"Chevrolet","Malibu","13990","63076","4.9  "
"3874",2018,"Chevrolet","Tahoe","57207",NA,"4.7  "
"3875",2013,"Toyota","Corolla","8599","79314","4.4  "
"3876",2017,"Chevrolet","Tahoe","37990","46395","4.9  "
"3877",2011,"Subaru","Forester","15688","25341","4.8  "
"3878",2017,"Subaru","Crosstrek","19697","25503","4.9  "
"3879",2014,"Subaru","Forester","14995","57600","5  "
"3880",2017,"Chevrolet","Traverse","19988","57554","4.5  "
"3881",2011,"Chevrolet","Silverado","12000","69388","4.9  "
"3882",2015,"GMC","Acadia","21500","55375","4.9  "
"3883",2013,"GMC","Sierra","18000","147987","5  "
"3884",2015,"Toyota","RAV4","19344","20527","4.8  "
"3885",2013,"Lexus","IS","21995","78145","5  "
"3886",2017,"Ford","Expedition","26675","34848","5  "
"3887",2017,"Toyota","Camry","14975","39337","5  "
"3888",2016,"Mercedes","Benz","22688","48522","4.8  "
"3889",2018,"Mazda","Mazda6","23290",NA,"4.8  "
"3890",2008,"Chevrolet","Avalanche","13499","111142","4.9  "
"3891",2016,"Buick","LaCrosse","23900","25791","4.8  "
"3892",2017,"Nissan","Maxima","21000","14142","3.8  "
"3893",2017,"Nissan","Rogue","17988","34326","3.8  "
"3894",2013,"Hyundai","Santa","13700","76472","4.8  "
"3895",2018,"Mitsubishi","Outlander","19658","10488","3.8  "
"3896",2011,"GMC","Sierra","17995","115485","4.2  "
"3897",2015,"Ford","F","29988","39765","3.8  "
"3898",2018,"Mazda","Mazda6","35345",NA,"4.9  "
"3899",2017,"Nissan","Titan","37000","3735","4.9  "
"3900",2018,"Hyundai","Kona","18998","8","4.6  "
"3901",2018,"Nissan","Altima","20035",NA,"4.7  "
"3902",2018,"Nissan","Altima","20035",NA,"4.7  "
"3903",2013,"Audi","A4","14988","78214","4.8  "
"3904",2014,"Chevrolet","Silverado","22877","127415","4.8  "
"3905",2002,"Jeep","Liberty","3950","108012","2.3  "
"3906",2009,"Toyota","Tacoma","10295","112031","4.3  "
"3907",2019,"Subaru","Ascent","31359",NA,"3.5  "
"3908",2016,"Ford","Fusion","19987","20601","4.9  "
"3909",2013,"BMW","528","16495","55060","4.2  "
"3910",2015,"Chevrolet","Silverado","26983","23249","1  "
"3911",2012,"RAM","3500","38944","114400","4.4  "
"3912",2014,"Chevrolet","Impala","10692","114521","4.8  "
"3913",2016,"Toyota","Camry","17982","49000","4.5  "
"3914",2015,"Honda","CR","14856","24986","4.8  "
"3915",2015,"Mercedes","Benz","23933","50672","4.8  "
"3916",2009,"Audi","A4","9990","95056",NA
"3917",2008,"BMW","135","13997","104436","5  "
"3918",2013,"INFINITI","EX37","20531","26753","4.9  "
"3919",2018,"Toyota","Tacoma","35000","1219","4.8  "
"3920",2009,"Toyota","Camry","8320","104334","4.8  "
"3921",2007,"Ford","Fusion","3598","152369","4.8  "
"3922",2006,"Honda","Pilot","2998","196536","4.8  "
"3923",2010,"Audi","S4","16630","113333","4.8  "
"3924",2015,"Dodge","Durango","24300","56470","4.5  "
"3925",2016,"Toyota","Prius","22261","4310","4.8  "
"3926",2019,"Chevrolet","Silverado","51301",NA,"4  "
"3927",2014,"Mitsubishi","Outlander","10400","54436","4.8  "
"3928",2012,"Jeep","Liberty","9698","120855","4.8  "
"3929",2016,"RAM","1500","25998","12836","3  "
"3930",2015,"Nissan","Altima","14599","32296","3  "
"3931",2007,"BMW","335","10890","110418","4.8  "
"3932",2014,"Jeep","Compass","9995","111000","5  "
"3933",2017,"Toyota","RAV4","25900","11017","4.9  "
"3934",2008,"Cadillac","DTS","9995","70579","5  "
"3935",2015,"Honda","Civic","17498","49942","4.9  "
"3936",2017,"INFINITI","QX60","32900","34195","4.5  "
"3937",2018,"Ford","F","59763",NA,"4.5  "
"3938",2014,"Jeep","Grand","18910","71242","4.7  "
"3939",2019,"RAM","1500","34290",NA,"4.7  "
"3940",2018,"RAM","2500","35680","14095","3.7  "
"3941",2011,"Ford","Fiesta","5999","53288",NA
"3942",2015,"Mercedes","Benz","28998","17931","4.7  "
"3943",2016,"BMW","X5","69998","24958","4.7  "
"3944",2016,"Toyota","Avalon","20950","61452","4.8  "
"3945",2016,"Ford","Mustang","18700","45733","4.7  "
"3946",2016,"Ford","Fusion","13400","50431","4.7  "
"3947",2017,"Ford","Flex","24000","40109","4.7  "
"3948",2017,"Nissan","Altima","14700","41119","4.7  "
"3949",2012,"Honda","CR","13250","78437","4.9  "
"3950",2019,"MINI","E","42998","968","4.8  "
"3951",2017,"Mercedes","Benz","107000","19351","4.8  "
"3952",2019,"MINI","Countryman","50120",NA,"4.8  "
"3953",2017,"Ford","Fusion","37415",NA,"4.7  "
"3954",2014,"Jeep","Grand","24375","61411","4.8  "
"3955",2019,"Audi","Q8","79900",NA,"4.8  "
"3956",2015,"Jeep","Cherokee","19995","10255","3.9  "
"3957",2010,"Hyundai","Genesis","9265","117466","3.5  "
"3958",2017,"Ford","Escape","12000","79848","4.8  "
"3959",2016,"Toyota","Camry","15887","28636","4.8  "
"3960",2004,"Subaru","Forester","5995","92030",NA
"3961",2016,"Jeep","Compass","12000","68313","4.6  "
"3962",2016,"Cadillac","CT6","53998","18511","5  "
"3963",2012,"Lexus","IS","14198","91723","4.9  "
"3964",2005,"Ford","F","14995","76502","4.8  "
"3965",2018,"BMW","X2","39990",NA,"4.9  "
"3966",2005,"Toyota","Matrix","8888","77882","4.8  "
"3967",2016,"Porsche","Macan","44000","32873","4.8  "
"3968",2012,"Scion","tC","9475","51522",NA
"3969",2018,"Ford","Fiesta","20250",NA,"4.8  "
"3970",2010,"Chevrolet","Camaro","12490","44317","4.9  "
"3971",2013,"Audi","A6","19495","84687","4  "
"3972",2012,"Toyota","Highlander","19201","93037","4.8  "
"3973",2016,"Ford","F","30987","22051","4.5  "
"3974",2011,"Lincoln","MKX","12335","96982","4.8  "
"3975",2014,"GMC","Sierra","24977","55863","4.5  "
"3976",2015,"Toyota","Sienna","22200","24163","4.8  "
"3977",2015,"Nissan","Pathfinder","25324","44559","4.8  "
"3978",2014,"Volkswagen","Passat","13722","31420","4.8  "
"3979",2018,"Nissan","Altima","19156",NA,"4.8  "
"3980",2016,"Toyota","Avalon","21990","62524","4.8  "
"3981",2015,"Land","Rover","42990","28896","4.9  "
"3982",2008,"Subaru","Outback","6990","132101","4.8  "
"3983",2015,"Chrysler","200","16294","36684","4.7  "
"3984",2016,"Chrysler","300","20942","23527","4.7  "
"3985",2017,"Ford","F","29400","8920","4.7  "
"3986",2015,"GMC","Terrain","22336","30079","5  "
"3987",2018,"Kia","Optima","27444","1589","4.9  "
"3988",2019,"Subaru","Crosstrek","24132",NA,"4.1  "
"3989",2014,"Dodge","Dart","8995","69366","3.8  "
"3990",2019,"Dodge","Challenger","37375",NA,"4.8  "
"3991",2018,"Nissan","Altima","19102",NA,"4.9  "
"3992",2017,"Chrysler","300","24995","25954","4.9  "
"3993",2016,"FIAT","500X","15700","12296","4.7  "
"3994",2015,"GMC","Sierra","27598","46822","3.8  "
"3995",2016,"Chevrolet","Silverado","28947","24344","3.8  "
"3996",2012,"GMC","Yukon","20995","130000","5  "
"3997",2011,"Ford","Expedition","16588","93161","4.4  "
"3998",2015,"Nissan","370Z","21598","29966","4.8  "
"3999",2016,"Toyota","Tacoma","31998","19087","4.8  "
"4000",2015,"Nissan","Sentra","12500","4357","4.9  "
"4001",2015,"Chevrolet","Silverado","56999","29176","4.9  "
"4002",2009,"Subaru","Legacy","4906","140524","4.6  "
"4003",2010,"Dodge","Avenger","4495","129160","4.7  "
"4004",2010,"Chevrolet","Traverse","6995","125175","3.8  "
"4005",2015,"Jeep","Grand","27471","60883","4.5  "
"4006",2018,"Ford","F","29982","23000","4.5  "
"4007",2008,"Toyota","Tundra","14995","148747","5  "
"4008",2018,"Lexus","GS","48671","1349","4.8  "
"4009",2016,"Honda","Accord","15990","37522","4.8  "
"4010",2014,"Ford","E250","21900","44564","4.2  "
"4011",2015,"Hyundai","Sonata","13500","53134","4.8  "
"4012",2011,"Toyota","Highlander","15411","98755","4.8  "
"4013",2009,"Dodge","Ram","16995","100774","4.6  "
"4014",2013,"Ford","Transit","8800","125950","4.8  "
"4015",2013,"Subaru","Impreza","16995","83239","4.6  "
"4016",2014,"Acura","TL","17484","69899","4.3  "
"4017",2015,"Mercedes","Benz","29900","46165","3.8  "
"4018",2009,"Audi","A4","8980","79210","4.8  "
"4019",2011,"Lexus","IS","15500","62061","2.8  "
"4020",2013,"Dodge","Dart","7910","68304","4.7  "
"4021",2017,"Ford","F","37982","17908","4.8  "
"4022",2013,"Lexus","CT","13995","71176","4.9  "
"4023",2017,"Jaguar","XE","21830","37185","3.7  "
"4024",2013,"Acura","MDX","16995","85769","3.3  "
"4025",2017,"Volkswagen","Golf","22591","31788","4.9  "
"4026",2016,"Lincoln","MKZ","27523","13727","4.9  "
"4027",2011,"BMW","335","21995","12219","5  "
"4028",2014,"Volkswagen","Jetta","13995","34814","3.5  "
"4029",2017,"Audi","Q7","43988","43898","4.3  "
"4030",2018,"Ford","Focus","26955",NA,"4.8  "
"4031",2018,"BMW","530","56398","4694","4.8  "
"4032",2018,"Lexus","GX","59354",NA,"4.9  "
"4033",2015,"Hyundai","Santa","22800","39418","4.7  "
"4034",2017,"Nissan","Murano","19700","40713","4.7  "
"4035",2018,"BMW","330","45698","4251","4.8  "
"4036",2010,"Subaru","Legacy","7500","89062",NA
"4037",2014,"Chevrolet","Silverado","21999","21270","4.9  "
"4038",2010,"Toyota","Prius","10391","81076","4.7  "
"4039",2013,"Toyota","Avalon","13491","92650","4.7  "
"4040",2015,"Volvo","XC60","27998","18212","4.7  "
"4041",2012,"Hyundai","Elantra","8475","59284","4.7  "
"4042",2017,"Subaru","Impreza","23700","3610","4.8  "
"4043",2015,"Nissan","Frontier","25900","18588","4.9  "
"4044",2019,"Genesis","G80","60725",NA,"3.5  "
"4045",2018,"Audi","Q7","50000","18026","4.6  "
"4046",2017,"GMC","Sierra","30000","20648","4.7  "
"4047",2016,"Toyota","Highlander","26000","29509","4.6  "
"4048",2016,"INFINITI","QX80","46985","33415","4.7  "
"4049",2016,"Toyota","Tacoma","28888","20821","4.7  "
"4050",2002,"Honda","CR","5975","121150",NA
"4051",2018,"Cadillac","CT6","89290",NA,"5  "
"4052",2016,"Jeep","Cherokee","24000","19575","4.7  "
"4053",2019,"Hyundai","Santa","35644",NA,"4.9  "
"4054",2018,"INFINITI","QX60","48990","10795","4.7  "
"4055",2015,"GMC","Sierra","23925","28360","4.4  "
"4056",2011,"Kia","Optima","8800","68501","4.9  "
"4057",2019,"Hyundai","Santa","27610",NA,"4.9  "
"4058",2016,"Toyota","Tacoma","32131","23727","4.7  "
"4059",2018,"Subaru","Crosstrek","24998","5375",NA
"4060",2016,"BMW","M5","65988","32357","4.8  "
"4061",2015,"Toyota","Corolla","14998","21647","5  "
"4062",2017,"Ford","Fusion","32115",NA,NA
"4063",2016,"Mazda","CX","17400","33284","4.6  "
"4064",2015,"BMW","M3","48795","44015","4.9  "
"4065",2011,"Ford","Ranger","8990","92232","4.9  "
"4066",2012,"Chevrolet","Equinox","8990","127722","4.9  "
"4067",2015,"Volkswagen","Golf","12995","78321","4  "
"4068",2009,"Cadillac","Escalade","19682","82415","4.8  "
"4069",2004,"Volvo","S60","8991","95510","3.4  "
"4070",2008,"Toyota","Tundra","18977","40241","4.5  "
"4071",2014,"Ford","Mustang","25900","11001","4.8  "
"4072",2014,"Hyundai","Elantra","9183","77770","4.8  "
"4073",2016,"GMC","Sierra","30990","94192","4.9  "
"4074",2016,"Toyota","Highlander","25580","49859","4.8  "
"4075",2018,"Toyota","Camry","21029","21029","4.8  "
"4076",2017,"Ford","Fusion","23590","22389","4.9  "
"4077",2015,"BMW","428","23990","45398","4.9  "
"4078",2012,"Mercedes","Benz","20399","105580","4.4  "
"4079",2012,"Kia","Sorento","8999","87407","4.4  "
"4080",2009,"Ford","Fusion","5199","100632","4.4  "
"4081",2016,"Acura","RDX","26990","35729","4.9  "
"4082",2016,"Honda","CR","24441","21891","4.8  "
"4083",2017,"Hyundai","Santa","25500","34186","4.7  "
"4084",2019,"Subaru","Ascent","36304",NA,"4.7  "
"4085",2018,"Nissan","Altima","24970",NA,"4.2  "
"4086",2008,"Ford","F","21985","119372","5  "
"4087",2014,"Toyota","Tundra","29897","30608","4.8  "
"4088",2016,"Lincoln","MKZ","20000","25594","4.9  "
"4089",2017,"Kia","Sportage","13975","44377","5  "
"4090",2017,"Jeep","Grand","26388","21574","4.8  "
"4091",2015,"GMC","Terrain","17800","38780","4.7  "
"4092",2013,"BMW","X5","24900","57923",NA
"4093",2018,"Ford","F","39122","6702","3.8  "
"4094",2018,"Ford","Mustang","26588","13817","3.8  "
"4095",2014,"Chevrolet","Silverado","25998","58331","3.8  "
"4096",2011,"Hyundai","Sonata","5695","115000",NA
"4097",2014,"Subaru","Impreza","12295","57034",NA
"4098",2016,"Nissan","Leaf","15000","43064","4.9  "
"4099",2018,"Hyundai","Kona","24348",NA,"4.6  "
"4100",2017,"Toyota","Tacoma","31896","25547","4.8  "
"4101",2013,"Toyota","Venza","14588","74413","4.6  "
"4102",2011,"Honda","Accord","6900","134018","4.7  "
"4103",2003,"Chevrolet","Silverado","3995","225000","2.3  "
"4104",2006,"Chevrolet","TrailBlazer","1850","185865","4.8  "
"4105",2010,"Chevrolet","Silverado","22980","99421","4.8  "
"4106",2007,"Honda","Ridgeline","10995","133954","4.3  "
"4107",2006,"BMW","X5","7995","101313","4.2  "
"4108",2008,"Acura","TSX","7650","89000","5  "
"4109",2008,"Honda","Civic","3992","262126","4.5  "
"4110",2014,"Jeep","Patriot","15471","53422","4.5  "
"4111",2019,"Mazda","MX","33464",NA,"4.8  "
"4112",2015,"BMW","328","20994","39336","4.8  "
"4113",2017,"Subaru","Forester","16989","49815","4.5  "
"4114",2015,"Toyota","Prius","13992","45352","4.5  "
"4115",2019,"Mazda","CX","22490",NA,"4.8  "
"4116",2016,"Chevrolet","Silverado","35987","31680","4.5  "
"4117",2006,"Saab","9","8995","79396","4.6  "
"4118",2014,"Chevrolet","Traverse","18395","42389","3  "
"4119",2009,"Chevrolet","Tahoe","20990","103561","5  "
"4120",2018,"Toyota","Tacoma","24669","36778","4.8  "
"4121",2013,"Toyota","Avalon","13990","91033","4.8  "
"4122",2015,"INFINITI","Q70","25849","30068","4.7  "
"4123",2015,"Nissan","Murano","19888","32254","4.7  "
"4124",2010,"Dodge","Ram","16995","92507","4.9  "
"4125",2018,"Alfa","Romeo","85390",NA,"4.6  "
"4126",2015,"Volvo","XC70","25848","55957","4.6  "
"4127",2013,"Hyundai","Genesis","13452","47318","4.8  "
"4128",2011,"Audi","Q5","15995","74116","4.1  "
"4129",2010,"Ford","F","12700","165737","5  "
"4130",2014,"Volkswagen","Passat","10400","61055","4.5  "
"4131",2018,"Cadillac","XT5","52990",NA,"4.9  "
"4132",2008,"BMW","328","9999","83359","5  "
"4133",2018,"Subaru","Forester","36444",NA,"4.9  "
"4134",2017,"INFINITI","QX50","25200","23272","4.7  "
"4135",2017,"Chrysler","Pacifica","23100","18260","4.7  "
"4136",2017,"Subaru","Outback","24488","29024","4.3  "
"4137",2017,"Mitsubishi","Outlander","14700","27471","4.7  "
"4138",2018,"Honda","Accord","31398","8996","4.3  "
"4139",2019,"Rolls","Royce","347425",NA,"5  "
"4140",2019,"Rolls","Royce","381400",NA,"5  "
"4141",2017,"Toyota","4Runner","40991","23337","4.7  "
"4142",2007,"Mercedes","Benz","9490","57323","5  "
"4143",2015,"Subaru","Legacy","19990","35536","4.8  "
"4144",2013,"BMW","X6","38490","39310","3  "
"4145",2014,"Honda","Pilot","24787","54326","4.7  "
"4146",2015,"Mitsubishi","Outlander","13500","57568","4.8  "
"4147",2012,"Jeep","Wrangler","20000","58080","4.6  "
"4148",2018,"Ford","F","38500","21191",NA
"4149",2011,"Lexus","RX","14998","102518","4.9  "
"4150",2017,"Cadillac","XT5","36405","29689","4.4  "
"4151",2016,"BMW","X5","38000","31445","4.8  "
"4152",2018,"BMW","X3","43500","1674","4.8  "
"4153",2019,"Lincoln","MKC","50655",NA,"4.9  "
"4154",2016,"Lincoln","MKZ","24988","9137","4.8  "
"4155",2012,"Lexus","RX","18236","87778","4.7  "
"4156",2015,"Jeep","Grand","19488","48420","5  "
"4157",2007,"Lincoln","Mark","15750","89813","4.8  "
"4158",2012,"BMW","328","15995","56736","4.6  "
"4159",1987,"Mercury","Cougar","2995","68688","4.6  "
"4160",2012,"GMC","Sierra","22690","42340","4.9  "
"4161",2007,"Mazda","CX","7500","135402","5  "
"4162",2009,"Subaru","Legacy","8191","87007","5  "
"4163",2018,"Nissan","Altima","19406",NA,"4.8  "
"4164",2012,"Toyota","RAV4","11590","89205","4.6  "
"4165",2012,"Toyota","RAV4","10000","154290","5  "
"4166",2014,"Jeep","Wrangler","18990","49738","5  "
"4167",2016,"Audi","Q3","27980","15877","4.8  "
"4168",2019,"Chevrolet","Silverado","47073",NA,"4.7  "
"4169",2019,"Chevrolet","Corvette","67284",NA,"4.7  "
"4170",2013,"Chevrolet","Traverse","19190","84821","4.9  "
"4171",2009,"Land","Rover","21898","76369","5  "
"4172",2012,"Ford","F","19497","81685","4.4  "
"4173",2004,"Mercedes","Benz","9495","56103","5  "
"4174",2009,"Lincoln","MKS","7995","107944","5  "
"4175",2013,"Ford","F","24987","94406","4.9  "
"4176",2004,"Ford","F","11950","78812","5  "
"4177",2018,"Nissan","Altima","18635",NA,"4.4  "
"4178",2014,"BMW","328d","17900","62424","5  "
"4179",2010,"Ford","F","18995","64442","5  "
"4180",2019,"Subaru","Ascent","44788",NA,"4.7  "
"4181",2019,"Subaru","Ascent","39072",NA,"4.7  "
"4182",2019,"Subaru","Ascent","34990",NA,"4.7  "
"4183",2014,"Jeep","Grand","25795","54105","4.9  "
"4184",2015,"Honda","Civic","12923","35567","4.9  "
"4185",2010,"Nissan","Titan","18995","69377","4.7  "
"4186",2009,"Ford","F","17985","121266","5  "
"4187",2016,"Kia","Sorento","17935","40054","4.6  "
"4188",2016,"Ford","F","31500","17599","4.8  "
"4189",1990,"Chevrolet","Corvette","18599","14830","4  "
"4190",2018,"Nissan","Altima","19102",NA,"4.9  "
"4191",2012,"Chevrolet","Corvette","36000","34047","4.5  "
"4192",2018,"Chrysler","300","22629","14389","3.8  "
"4193",2010,"Honda","CR","11900","79627","4.8  "
"4194",2015,"Chevrolet","Tahoe","27877","77073","4.1  "
"4195",2007,"Volkswagen","New","5495","48727",NA
"4196",2013,"Volkswagen","Golf","7995","130776","5  "
"4197",2016,"Ford","F","34728","33980","4.4  "
"4198",2013,"Buick","Regal","11726","62683","4.5  "
"4199",2015,"Jaguar","XF","24998","51245","5  "
"4200",2017,"RAM","2500","33388","17711","4.6  "
"4201",2016,"Subaru","Outback","27242","38396","4.6  "
"4202",2016,"Toyota","Tacoma","29499","42055","4.6  "
"4203",2014,"Dodge","Durango","23988","57404","2.3  "
