"","year","make","model","price","mileage","ratings"
"2971",2012,"Chevrolet","Camaro","12690","88858","4.9  "
"2972",2009,"Jeep","Wrangler","16199","84363","4.4  "
"2973",2017,"Jaguar","XE","23190","30125","4.9  "
"2974",2006,"Lexus","GX","14898","115218","5  "
"2975",2018,"Chevrolet","Silverado","60944","4147","4.8  "
"2976",2017,"Chrysler","Pacifica","20491","25282","4.8  "
"2977",2005,"Ford","F","14950","80894","5  "
"2978",2013,"Hyundai","Elantra","11491","13709","4.8  "
"2979",2017,"GMC","Yukon","60289",NA,"4.7  "
"2980",2016,"BMW","X3","29447","41045","5  "
"2981",2017,"Chevrolet","Camaro","26879","24376","4.7  "
"2982",2019,"Subaru","Ascent","39554",NA,"4.7  "
"2983",2013,"Subaru","Outback","19999","29437","4.7  "
"2984",2018,"INFINITI","QX80","47777","15092","4.2  "
"2985",2018,"Audi","S5","55500","15376","4.7  "
"2986",2015,"Honda","Civic","14236","15211","4.9  "
"2987",2000,"Dodge","Ram","14985","174894","5  "
"2988",2015,"Honda","Pilot","21950","69916","4.9  "
"2989",2006,"Toyota","Tundra","9995","146484","5  "
"2990",2014,"Cadillac","ATS","17595","33970","5  "
"2991",2016,"Ford","Explorer","23988","29978","4.8  "
"2992",2013,"Mercedes","Benz","20600","48499","5  "
"2993",2007,"Toyota","4Runner","4950","250000","4  "
"2994",2018,"Ford","Escape","21399","8850","3.8  "
"2995",2018,"Chevrolet","Camaro","30440","6337","3.8  "
"2996",2011,"Subaru","Outback","6995","137386",NA
"2997",2019,"Subaru","WRX","26188",NA,"4.5  "
"2998",2008,"Subaru","Forester","5995","120896","5  "
"2999",2014,"Subaru","Impreza","23498","29792","5  "
"3000",2017,"GMC","Sierra","40865","35489","4.8  "
"3001",2009,"Ford","F","17988","88958","4.8  "
"3002",2015,"Ford","Transit","18988","75224","4.8  "
"3003",2017,"Hyundai","Elantra","12495","42006","4.8  "
"3004",2008,"Lexus","LS","13495","114413","4.3  "
"3005",2014,"Subaru","Forester","18630","32298","4.9  "
"3006",2017,"Mercedes","Benz","38500","52666",NA
"3007",2010,"Cadillac","Escalade","22830","80861","4.7  "
"3008",2016,"Honda","Pilot","24897","36057","4.9  "
"3009",2010,"Ford","Ranger","14995","49585","3.6  "
"3010",2018,"Ford","F","39998","16690","4.3  "
"3011",2005,"Toyota","Sienna","3972","233787","4.5  "
"3012",2012,"Ford","Focus","5999","110718","4.6  "
"3013",2015,"GMC","Sierra","25995","101030","5  "
"3014",2013,"Jeep","Wrangler","22990","92016","5  "
"3015",2018,"Nissan","Altima","21340",NA,"4.9  "
"3016",2015,"BMW","740","45200","27448","4.9  "
"3017",2014,"Chevrolet","Tahoe","29123","52008","4.8  "
"3018",2017,"Nissan","Maxima","26990","5867","4.8  "
"3019",2016,"Lincoln","MKC","28159","28441","4.8  "
"3020",2015,"Toyota","Land","53000","44430","4.8  "
"3021",2012,"Hyundai","Elantra","7300","68426","4.8  "
"3022",2011,"BMW","328","12300","73300","4.8  "
"3023",2007,"Porsche","911","32990","116964","4.8  "
"3024",2003,"Honda","Element","7890","87223","4.8  "
"3025",2012,"Nissan","Altima","5890","167759","4.8  "
"3026",2012,"Nissan","Frontier","16900","71530","4.9  "
"3027",2007,"Audi","S4","12318","84160","4.8  "
"3028",2014,"Jeep","Wrangler","18779","58110","4.8  "
"3029",2016,"Acura","ILX","19810","11280","4.9  "
"3030",2016,"Acura","MDX","25500","57830","4.9  "
"3031",2015,"Toyota","Venza","16500","38823","4.4  "
"3032",2012,"Nissan","Maxima","9500","107660","5  "
"3033",2006,"GMC","Sierra","9900","105248","5  "
"3034",2006,"Toyota","Camry","5100","127153","4.4  "
"3035",2016,"Subaru","Outback","22846","41087","4.9  "
"3036",2011,"Nissan","Sentra","6787","90661","4.9  "
"3037",2008,"Honda","Civic","6497","177371","4.9  "
"3038",2011,"Subaru","Outback","9199","124829","5  "
"3039",2014,"Ford","Fiesta","13890","73415","4.8  "
"3040",2017,"Genesis","G80","40800","9432","4.7  "
"3041",2014,"Mercedes","Benz","19100","23968","4.7  "
"3042",2019,"BMW","M5","113895",NA,"4.7  "
"3043",2015,"Toyota","Avalon","28990","9572","4.7  "
"3044",2011,"Mercedes","Benz","12900","76392","4.9  "
"3045",2009,"Scion","tC","6995","60539","1  "
"3046",2019,"Genesis","G70","53420",NA,"3.5  "
"3047",2016,"Audi","S3","32498","19449","4.6  "
"3048",2017,"Acura","ILX","20000","10331","4.7  "
"3049",2017,"Jeep","Patriot","15000","41503","4.8  "
"3050",2015,"Ford","F","30485","24684","4.7  "
"3051",2008,"Toyota","4Runner","11995","123078","3.9  "
"3052",2016,"Ford","F","27999","69588","4.6  "
"3053",2014,"GMC","Sierra","27998","62065","4.9  "
"3054",2012,"Acura","TL","14792","60387","4.5  "
"3055",2018,"BMW","X3","43683","4852","4.9  "
"3056",2019,"BMW","X6","77060",NA,"4.9  "
"3057",2019,"Hyundai","Veloster","17700",NA,"4.9  "
"3058",2015,"Buick","Regal","16000","19698","4.9  "
"3059",2011,"Jeep","Wrangler","19995","32981","4.8  "
"3060",2018,"BMW","X5","115695",NA,"4.9  "
"3061",2019,"Volvo","XC60","50840",NA,"5  "
"3062",2009,"BMW","328","9000","94044","3.1  "
"3063",2015,"Ford","F","33788","35847","4.8  "
"3064",2015,"Jeep","Grand","23248","24719","4.8  "
"3065",2014,"Ford","Shelby","57995","5543","4.8  "
"3066",2018,"Chevrolet","Tahoe","42999","25585","4.7  "
"3067",2016,"Volkswagen","Jetta","12812","62952","4.8  "
"3068",2013,"Audi","A4","15990","77757","4.7  "
"3069",2017,"Ford","Fusion","32115",NA,NA
"3070",2015,"Porsche","Panamera","76899","25274","5  "
"3071",2009,"Subaru","Outback","5995","115266","4  "
"3072",2008,"Jeep","Patriot","5200","139825","5  "
"3073",2013,"Acura","RDX","15998","81450","4.8  "
"3074",2016,"Subaru","WRX","21498","26990","4.8  "
"3075",2015,"INFINITI","Q70L","30695","63685","4.9  "
"3076",2006,"Cadillac","CTS","21991","35090","3.4  "
"3077",2007,"Ford","Ranger","7988","140226","4.8  "
"3078",2016,"Ford","Edge","19790","33308","4.6  "
"3079",2019,"Honda","Insight","24955",NA,"4.8  "
"3080",2009,"Subaru","Outback","9997","70267","4.8  "
"3081",2008,"Lincoln","Navigator","12799","102004","4.4  "
"3082",2007,"Jeep","Wrangler","14799","123435","4.4  "
"3083",2005,"INFINITI","G35","4995","101937","5  "
"3084",2004,"Volkswagen","Jetta","4997","79531","4.9  "
"3085",2009,"Ford","F","19500","56454","5  "
"3086",2018,"RAM","1500","45527",NA,"4.9  "
"3087",2018,"Volvo","S90","35995","16028","4.9  "
"3088",2011,"Cadillac","SRX","13000","85709","4.8  "
"3089",2017,"GMC","Yukon","52995","36570","4.9  "
"3090",2018,"Jeep","Wrangler","35574",NA,"4.9  "
"3091",2017,"Mercedes","Benz","48802","34215","5  "
"3092",2015,"Buick","Enclave","25802","35886","5  "
"3093",2014,"Subaru","XV","13995","91596","5  "
"3094",2016,"Kia","Sorento","16888","29991","4.6  "
"3095",2001,"Mercedes","Benz","7000","91817","5  "
"3096",2018,"Dodge","Charger","40515",NA,"4.8  "
"3097",2018,"Ford","Focus","14999","8722","3.8  "
"3098",2006,"Chevrolet","Silverado","9990","70461",NA
"3099",2015,"Ford","Focus","8250","96799","4.9  "
"3100",2010,"Honda","Civic","9500","44514","4.9  "
"3101",2006,"Toyota","4Runner","13990","93970","5  "
"3102",2014,"Mazda","CX","15991","26487","4.6  "
"3103",2016,"Volvo","S60","19200","42470","4.7  "
"3104",2016,"Volvo","XC90","34500","62343","4.7  "
"3105",2012,"Jeep","Wrangler","19309","78078","5  "
"3106",2011,"Toyota","Tacoma","16888","108759","4.3  "
"3107",2017,"Ford","F","28470","17898",NA
"3108",2003,"Dodge","Ram","5995","151899","5  "
"3109",2019,"RAM","1500","47987",NA,"4.9  "
"3110",2009,"Jeep","Patriot","7990","82343","5  "
"3111",2018,"Nissan","Altima","21340",NA,"4.9  "
"3112",2012,"Toyota","Camry","7500","178934","4.8  "
"3113",2008,"Volvo","S60","7797","93826","4.5  "
"3114",2018,"Volvo","XC60","42672","6919","4.5  "
"3115",2009,"Toyota","RAV4","10473","106914","4.8  "
"3116",2018,"Audi","Q3","28984","11156","4.3  "
"3117",2018,"Chevrolet","Silverado","63993","11061","5  "
"3118",2013,"Toyota","Camry","14998","35740","3  "
"3119",2015,"Kia","Soul","9516","42417","4.5  "
"3120",2015,"Audi","Q3","21560","51040","3.3  "
"3121",2018,"Land","Rover","114119",NA,"3.8  "
"3122",2011,"Nissan","Pathfinder","8991","154410","4.4  "
"3123",2013,"Mercedes","Benz","21995","83802","4.1  "
"3124",2015,"Nissan","Rogue","18183","28955","4.8  "
"3125",2018,"Nissan","Altima","21280",NA,"4.8  "
"3126",2012,"Ford","F","28880","57200","4.8  "
"3127",2012,"Ford","F","26990","35605","4.9  "
"3128",2007,"Honda","Accord","7787","93190","4.9  "
"3129",2009,"Toyota","Sienna","11395","141893","4.9  "
"3130",2019,"Lexus","ES","50235",NA,"4.8  "
"3131",2014,"Audi","Q5","29985","17215","4.8  "
"3132",2014,"Ford","Shelby","51500","9263","4.7  "
"3133",2019,"Volvo","XC40","36500",NA,"4.9  "
"3134",2015,"BMW","640","40998","15433","4.9  "
"3135",2015,"Audi","A8","39998","35079","5  "
"3136",2015,"Ford","Mustang","28200","18856","4.7  "
"3137",2015,"Cadillac","Escalade","38975","69072","4.8  "
"3138",2015,"Cadillac","Escalade","43300","59393","4.9  "
"3139",2018,"Volkswagen","Tiguan","24995","17710","4.9  "
"3140",2014,"Jeep","Patriot","10500","71098","4.9  "
"3141",2013,"Nissan","Maxima","12500","76490","4.9  "
"3142",2005,"Buick","Century","1995","177028","4  "
"3143",2009,"Lexus","IS","11900","82676","4.9  "
"3144",2014,"Ford","Flex","17825","87815","4.8  "
"3145",2015,"BMW","320","20000","23460","4.6  "
"3146",2017,"INFINITI","QX30","23500","28743","4.6  "
"3147",2018,"Toyota","Avalon","23000","22384","4.8  "
"3148",2015,"smart","ForTwo","8500","24656","4.6  "
"3149",2016,"Acura","ILX","15000","57941","4.8  "
"3150",2015,"Toyota","RAV4","18877","36157","4.8  "
"3151",2018,"Jeep","Compass","25977","12288","4.7  "
"3152",2007,"Mercedes","Benz","13977","77538",NA
"3153",2015,"Chevrolet","Corvette","43500","23622","4.5  "
"3154",2018,"Chevrolet","Silverado","35415",NA,"4.7  "
"3155",2019,"Hyundai","Santa","25751",NA,"4.9  "
"3156",2018,"Volvo","XC90","57000",NA,"5  "
"3157",2013,"Subaru","Impreza","17948","66393","4.9  "
"3158",2018,"BMW","340","62190",NA,"4.9  "
"3159",2019,"BMW","X5","65045",NA,"4.9  "
"3160",2008,"Honda","Accord","7500","97867","3.1  "
"3161",2015,"Toyota","Camry","18998","48426",NA
"3162",2016,"BMW","328","25600","26642","4.8  "
"3163",2011,"Honda","Accord","10977","59528","4.8  "
"3164",2015,"Toyota","Tacoma","20998","22575","5  "
"3165",2015,"Jeep","Wrangler","29990","39422","4.7  "
"3166",2009,"GMC","Sierra","21211","85249","5  "
"3167",2014,"Mazda","CX","13950","44918","4.8  "
"3168",2013,"Lexus","RX","19598","99897","4.8  "
"3169",2017,"Ford","Mustang","19888","8337","4.6  "
"3170",2005,"Dodge","Ram","15995","62044","4.6  "
"3171",2014,"INFINITI","Q50","21900","44428","4.8  "
"3172",2015,"Chevrolet","Silverado","29300","26837","4.8  "
"3173",2012,"Subaru","Impreza","9500","111438","5  "
"3174",2011,"Honda","CR","11990","83644","4.9  "
"3175",2015,"Honda","Civic","11990","44394","4.9  "
"3176",2012,"Honda","Accord","10599","54082","4.4  "
"3177",2009,"Dodge","Ram","13399","111492","4.4  "
"3178",2013,"RAM","1500","18000","86060","4.6  "
"3179",2014,"Jeep","Wrangler","25998","15115","4.5  "
"3180",2018,"Ford","Expedition","60389",NA,"4.7  "
"3181",2011,"Audi","A4","11900","60122","5  "
"3182",2016,"Volkswagen","Jetta","14494","24362","4.7  "
"3183",2016,"Volkswagen","Jetta","16000","12095","4  "
"3184",2009,"Ford","Crown","4985","99156","5  "
"3185",2005,"Chevrolet","Malibu","3995","123000","5  "
"3186",2011,"Honda","CR","7619","167977","4.7  "
"3187",2013,"RAM","1500","19688","45127","4.9  "
"3188",2006,"Honda","Civic","5699","115095","4  "
"3189",2017,"Toyota","Highlander","26700","17829","4.9  "
"3190",2011,"Jeep","Wrangler","23999","70763","4.6  "
"3191",2011,"INFINITI","G25","11995","56931",NA
"3192",2016,"Acura","RLX","29990","35995","4.9  "
"3193",2016,"Toyota","RAV4","20700","18714","4.8  "
"3194",2016,"Ford","Taurus","16489","44910","3.8  "
"3195",2018,"Toyota","Corolla","16400","9173","4.8  "
"3196",2018,"Hyundai","Tucson","21400","1815","4.8  "
"3197",2014,"Ford","Explorer","19388","82064","3.8  "
"3198",2018,"Jaguar","F","44498","8447","5  "
"3199",2017,"Hyundai","Santa","15988","35900","4.6  "
"3200",2017,"INFINITI","Q60","41000","15585","4.9  "
"3201",2016,"Honda","Accord","14852","103111","4.9  "
"3202",2014,"Mercedes","Benz","23500","96287","5  "
"3203",2013,"Honda","Civic","13425","68637","5  "
"3204",2016,"Nissan","Rogue","21950","24896","4.7  "
"3205",2016,"Volkswagen","Golf","15000","23344","5  "
"3206",2012,"Mercedes","Benz","23995","49495","5  "
"3207",2011,"Chevrolet","Silverado","24999","48656","4.8  "
"3208",2019,"Chevrolet","Trax","29987",NA,"4.6  "
"3209",2012,"Toyota","Camry","10600","87000","3.5  "
"3210",2016,"Audi","A3","17500","49056","3.5  "
"3211",2018,"Subaru","Forester","31147",NA,"3.5  "
"3212",2018,"Buick","Regal","24402",NA,"5  "
"3213",2018,"Buick","Regal","24352",NA,"5  "
"3214",2012,"Toyota","Tundra","22982","65415","4.5  "
"3215",2006,"Toyota","Camry","5495","131970","4.8  "
"3216",2009,"Lincoln","MKZ","8995","67061","5  "
"3217",2015,"Honda","Accord","15790","24770","4.8  "
"3218",2008,"Chevrolet","Avalanche","13997","118071","5  "
"3219",2009,"Subaru","Outback","10990","89263","5  "
"3220",2011,"Porsche","911","65777","27175","4.8  "
"3221",2011,"Toyota","Avalon","10973","90944","4.8  "
"3222",2019,"Chevrolet","Corvette","60290",NA,"4  "
"3223",2013,"Cadillac","SRX","23998","40116","3  "
"3224",2017,"Jaguar","F","36848","29878","4.6  "
"3225",2016,"Audi","A3","20900","15661","3.8  "
"3226",2008,"Volkswagen","R32","12490","93794","3  "
"3227",2016,"Audi","A3","23900","36154","3.8  "
"3228",2008,"BMW","650","20880","65883","4.8  "
"3229",2018,"Ford","F","53608","6005","4.8  "
"3230",2015,"Mercedes","Benz","88998","29051","4.9  "
"3231",2008,"Ford","Edge","5100","150000","4.8  "
"3232",2016,"Mazda","Mazda6","16291","25110","4.4  "
"3233",2016,"Toyota","Corolla","14524","8409","4.5  "
"3234",2014,"Jeep","Compass","11610","73166","4.7  "
"3235",2014,"Kia","Soul","10710","38952","4.7  "
"3236",2017,"Toyota","Corolla","14999","13989","5  "
"3237",2017,"Toyota","RAV4","28000","2880","4.9  "
"3238",2017,"Chevrolet","Equinox","18100","11719","4.7  "
"3239",2017,"Toyota","Sequoia","30200","46062","4.7  "
"3240",2015,"Honda","CR","16995","22561","3.5  "
"3241",2017,"Mercedes","Benz","30700","20210","4.7  "
"3242",2011,"BMW","328","11798","80398","4.3  "
"3243",2017,"Dodge","Durango","41500","8244","4.7  "
"3244",2015,"BMW","X5","32998","56043","4.7  "
"3245",2012,"Toyota","Venza","17240","53254","4.7  "
"3246",2016,"Toyota","Prius","20990","15126","4.7  "
"3247",2012,"BMW","528","12900","81527",NA
"3248",2012,"Subaru","Impreza","13495","40853","4.8  "
"3249",2018,"Honda","Accord","21311","997","4.7  "
"3250",2011,"Chevrolet","Silverado","21795","108636","3.9  "
"3251",2017,"GMC","Sierra","33500","29191","4.6  "
"3252",2015,"Lexus","GS","30000","32690","4.6  "
"3253",2018,"Jeep","Compass","22577","12033","4.7  "
"3254",2018,"Land","Rover","128360",NA,"4.9  "
"3255",2015,"Toyota","Venza","13500","79353","4.7  "
"3256",2014,"Maserati","GranTurismo","56800","37742","3  "
"3257",2016,"Ford","F","32996","7374","4.9  "
"3258",2018,"Audi","Q3","42575",NA,"4.7  "
"3259",2018,"Lincoln","Navigator","92998","6222","4.9  "
"3260",2016,"BMW","M235","32700","29800","4.8  "
"3261",2015,"Ford","Mustang","29000","17332","4.8  "
"3262",2018,"Volvo","S90","78585",NA,"4.6  "
"3263",2015,"Toyota","Highlander","28649","33322","4.7  "
"3264",2015,"RAM","1500","21490","42618","4.9  "
"3265",2017,"MINI","Convertible","25995","11850","4.9  "
"3266",2007,"Lexus","LS","14998","105767","4.8  "
"3267",2011,"Dodge","Ram","17500","99548","4.8  "
"3268",2010,"Acura","RDX","12988","93156","4.8  "
"3269",2010,"Nissan","Rogue","5990","139100","4.4  "
"3270",2014,"Land","Rover","15990","58591","4.6  "
"3271",2007,"Chevrolet","Silverado","10500","158744","3.7  "
"3272",2018,"Ford","F","42743",NA,"4.6  "
"3273",2013,"Chevrolet","Cruze","7424","89615","4.8  "
"3274",2015,"Volvo","S60","24880","35548","4.9  "
"3275",2018,"Jeep","Wrangler","41746",NA,"4.7  "
"3276",2018,"Volkswagen","Jetta","17490","6904","4.9  "
"3277",2017,"Chevrolet","Camaro","56726","12246","4.7  "
"3278",2010,"Jeep","Wrangler","14399","104949","4.4  "
"3279",2014,"Honda","Civic","8381","122155","4.8  "
"3280",2015,"Volkswagen","Jetta","12880","28313","4.8  "
"3281",2006,"Land","Rover","11900","83275","5  "
"3282",2019,"RAM","1500","43000",NA,"4.7  "
"3283",1967,"Chevrolet","Chevelle","59900","30525","5  "
"3284",2007,"Jeep","Liberty","5999","101750","3.5  "
"3285",2014,"INFINITI","Q50","18884","59725","4.9  "
"3286",2007,"BMW","328","9988","68673","5  "
"3287",2015,"GMC","Sierra","24482","58471","5  "
"3288",2018,"Toyota","Tundra","34455",NA,"4.9  "
"3289",2018,"Nissan","Altima","19102",NA,"4.9  "
"3290",2018,"Toyota","Camry","21064","10561","3.8  "
"3291",2018,"Ford","Focus","23999","9688","5  "
"3292",2010,"Honda","CR","9995","94639","4.2  "
"3293",2011,"Audi","A6","15999","67706","5  "
"3294",2003,"Land","Rover","10995","84258",NA
"3295",2018,"Nissan","Maxima","27998","1898","3.8  "
"3296",2018,"Toyota","Avalon","23998","23249","3.8  "
"3297",2017,"Ford","F","29800","21981","4.8  "
"3298",2017,"Buick","Enclave","28558","50526","3.8  "
"3299",2010,"Ford","F","16595","95757",NA
"3300",2019,"Subaru","Outback","27396",NA,"4.5  "
"3301",1987,"Chevrolet","Corvette","6900","68665","5  "
"3302",2009,"Toyota","Corolla","6990","84548","5  "
"3303",2007,"Honda","Pilot","4850","176963","4.8  "
"3304",2009,"Subaru","Outback","9695","76536","4.3  "
"3305",2015,"Honda","Accord","17709","37999","5  "
"3306",2014,"BMW","328","20048","47552","5  "
"3307",2015,"Hyundai","Tucson","15710","29233","3.8  "
"3308",2014,"Toyota","RAV4","15570","45395","4.8  "
"3309",2018,"BMW","320","33995","4870","4.9  "
"3310",2015,"Jeep","Renegade","14975","69507","4.8  "
"3311",2018,"Chevrolet","Silverado","38924",NA,"4  "
"3312",2014,"Nissan","Frontier","19995","52775","5  "
"3313",2005,"Cadillac","CTS","1998","138625","4.8  "
"3314",2015,"Toyota","Corolla","13701","44881","4.8  "
"3315",2011,"Mazda","Mazda3","6995","98587","3  "
"3316",2011,"Chevrolet","Silverado","13995","59245","4.6  "
"3317",2012,"Cadillac","CTS","11979","102537","4.9  "
"3318",2018,"Alfa","Romeo","50285",NA,"4.6  "
"3319",2015,"Honda","Accord","19987","21788","4.9  "
"3320",2016,"Audi","A3","28988","33520","4.7  "
"3321",2012,"Audi","A4","11200","111747","4.7  "
"3322",2015,"BMW","535","27900","40878","3.8  "
"3323",2010,"Chevrolet","Suburban","19690","77701","2.8  "
"3324",2015,"Volvo","XC70","26991","55693","4.4  "
"3325",2016,"Chevrolet","Cruze","12967","33769","3.9  "
"3326",2012,"Kia","Sedona","10000","49789","4.5  "
"3327",2014,"Ford","F","29990","38631","4.9  "
"3328",2013,"Land","Rover","14999","103341","5  "
"3329",2016,"Honda","Pilot","28701","35682","4.8  "
"3330",2013,"Ford","Fusion","9937","89662","4.8  "
"3331",2011,"Honda","CR","11999","78002","5  "
"3332",2015,"Mercedes","Benz","29998","19155","4.7  "
"3333",2005,"Honda","Accord","6298","92525","4.3  "
"3334",2017,"Toyota","Sienna","34438","23924","4.9  "
"3335",2015,"BMW","535","28400","26884","4.8  "
"3336",2015,"BMW","328","25898","32467","4.8  "
"3337",2018,"Volvo","S90","79590",NA,"4.9  "
"3338",2018,"BMW","330","39898","4075","4.7  "
"3339",2011,"Toyota","4Runner","22991","82340","4.7  "
"3340",2017,"Toyota","Highlander","29990","18124","4.7  "
"3341",2012,"Honda","Civic","9500","94454","4.6  "
"3342",2014,"Lexus","ES","17700","60795","4.8  "
"3343",2016,"Chevrolet","Silverado","26985","21927","4.7  "
"3344",2015,"Jeep","Compass","16700","29610","4.7  "
"3345",2015,"Mitsubishi","Outlander","12500","63242","4.6  "
