"","Ratings","Year","Make","Model","Price","Mileage"
"2938","4.7  ",2013,"Audi","S4","29500","33754"
"2939","4.9  ",2016,"Lexus","IS","30687","25611"
"2940","4.8  ",2016,"BMW","X5","38995","26956"
"2941","4.9  ",2018,"Volvo","XC60","41900","13421"
"2942","5  ",2012,"INFINITI","EX35","15995","55584"
"2943","5  ",2012,"Ford","Fiesta","5999","64743"
"2944","4.7  ",2018,"INFINITI","QX80","68491","2344"
"2945",NA,2007,"Ford","F","5800","144946"
"2946","4.9  ",2019,"Volkswagen","Jetta","17654",NA
"2947","4.9  ",2018,"Volkswagen","Tiguan","29454",NA
"2948","4.8  ",2018,"Kia","Stinger","38920",NA
"2949","4.8  ",2018,"Kia","Rio","16015",NA
"2950","4.9  ",2018,"Nissan","Rogue","27380",NA
"2951","3  ",2017,"Porsche","718","64690","8794"
"2952","3.5  ",2019,"Genesis","G70","38070",NA
"2953","3.5  ",2013,"Volvo","C70","18498","54142"
"2954","4.9  ",2015,"Toyota","RAV4","20980","33323"
"2955","4.9  ",2015,"Toyota","Sienna","22890","38506"
"2956","4.8  ",2019,"Kia","Optima","37490",NA
"2957","4.6  ",2019,"GMC","Sierra","65131",NA
"2958",NA,2011,"BMW","328","6997","135324"
"2959","4.8  ",2019,"Kia","Sorento","34220",NA
"2960","5  ",2006,"Mazda","Mazda6","5900","59923"
"2961","4.5  ",2018,"Honda","Civic","22235",NA
"2962","4.7  ",2016,"Toyota","Highlander","24488","41690"
"2963","4.7  ",2012,"Jeep","Grand","32237","77943"
"2964","4.4  ",2018,"Cadillac","Escalade","79782","21045"
"2965","4.9  ",2018,"Mitsubishi","Outlander","23795",NA
"2966","4.8  ",2018,"Ford","Expedition","72899",NA
"2967","4.8  ",2008,"Mercedes","Benz","19900","76626"
"2968","4.8  ",2013,"BMW","M5","40998","53952"
"2969","4.8  ",2019,"Kia","Niro","27770",NA
"2970","4.9  ",2012,"RAM","1500","19490","44327"
"2971","3.3  ",2017,"BMW","i3","29800","13300"
"2972","4.6  ",2014,"Chevrolet","Corvette","36995","54562"
"2973","3.4  ",2004,"Audi","S4","13991","69604"
"2974","4.8  ",2008,"Toyota","Highlander","9988","146474"
"2975","4.7  ",2018,"Hyundai","Tucson","25086",NA
"2976","4.6  ",2019,"Ford","F","35270",NA
"2977","5  ",2019,"Toyota","Tundra","46664",NA
"2978","4.6  ",2018,"Ford","Explorer","38654",NA
"2979","4.8  ",2017,"Hyundai","Elantra","19900",NA
"2980","4.8  ",2016,"Toyota","Camry","17699","20253"
"2981","5  ",2018,"Honda","Ridgeline","36719","9087"
"2982","4.8  ",2017,"Chevrolet","Volt","22491","43765"
"2983","4.8  ",2011,"Saab","9","16990","33685"
"2984","5  ",2006,"Land","Rover","11900","83275"
"2985","3  ",2003,"Chevrolet","TrailBlazer","3950","150633"
"2986","4.7  ",2017,"GMC","Yukon","60289",NA
"2987","4.4  ",2018,"Toyota","Camry","18680","13869"
"2988","4.7  ",2015,"Honda","Odyssey","22995","56669"
"2989","4.9  ",2012,"Subaru","Impreza","19999","43539"
"2990","4.6  ",2019,"Chevrolet","Traverse","39588",NA
"2991","4.9  ",2019,"GMC","Sierra","59240",NA
"2992","5  ",2018,"Kia","Cadenza","42238",NA
"2993","4.9  ",2019,"Acura","RDX","43895",NA
"2994","4.8  ",2018,"Dodge","Charger","40000",NA
"2995","5  ",2019,"Hyundai","Santa","28500",NA
"2996","4.7  ",2014,"RAM","1500","20200","76986"
"2997","3.8  ",2016,"Ford","F","29988","45204"
"2998","4.6  ",2019,"RAM","1500","41904",NA
"2999","4.9  ",2015,"INFINITI","Q50","22200","33608"
"3000","4.9  ",2018,"Nissan","Rogue","27715",NA
"3001","4.7  ",2019,"Chevrolet","Traverse","41605",NA
"3002","4.8  ",2015,"Audi","A5","31990","42060"
"3003","4.6  ",2015,"BMW","328","27777","25568"
"3004","2  ",2014,"Dodge","Durango","23988","57404"
"3005","4.9  ",2018,"Jeep","Grand","44530",NA
"3006","4.8  ",2015,"Ford","F","23977","66640"
"3007",NA,2017,"Mercedes","Benz","63035",NA
"3008","4.6  ",2006,"Toyota","Highlander","7995","118603"
"3009","4.9  ",2019,"Toyota","Corolla","17630","14"
"3010","4.9  ",2016,"Honda","Odyssey","27793","28175"
"3011","5  ",2005,"Toyota","Sequoia","6490","146000"
"3012","4.7  ",2019,"Kia","Soul","23581",NA
"3013","4.9  ",2016,"Chevrolet","Equinox","19380","36796"
"3014","4.8  ",2018,"Honda","Civic","25895",NA
"3015","4.9  ",2019,"Subaru","Ascent","43617",NA
"3016","4.9  ",2019,"Subaru","Ascent","44426",NA
"3017","4.5  ",2018,"Kia","Sportage","20871",NA
"3018","3.9  ",2018,"Honda","Accord","30865",NA
"3019","4.7  ",2003,"Lincoln","Town","7988","78239"
"3020","3  ",2017,"Chevrolet","Colorado","19998","11869"
"3021","4.8  ",2012,"Aston","Martin","84991","17184"
"3022","4.6  ",2017,"Jaguar","F","36848","29878"
"3023","3.8  ",2015,"Land","Rover","47900","38530"
"3024","4.8  ",2015,"Nissan","NV","31577","16562"
"3025","4.4  ",2018,"Chevrolet","Equinox","21988","20899"
"3026","4.7  ",2017,"Mitsubishi","Lancer","15880","9633"
"3027","4.7  ",2015,"Jeep","Grand","24880","61522"
"3028","4.7  ",2018,"Chrysler","Pacifica","31738",NA
"3029","4.9  ",2015,"Acura","RDX","22999","45893"
"3030","4.9  ",2019,"Volvo","XC60","49930",NA
"3031","4.1  ",2018,"Nissan","Rogue","26533",NA
"3032","4.7  ",2017,"Kia","Niro","20998","12978"
"3033","4.8  ",2018,"Honda","Accord","24612",NA
"3034","4.8  ",2018,"Honda","Accord","22478",NA
"3035","4.9  ",2016,"Audi","S4","38998","36328"
"3036","4.7  ",2018,"Dodge","Challenger","30610","8291"
"3037","4.4  ",2017,"Volkswagen","Touareg","43615",NA
"3038",NA,2008,"Ford","Mustang","8491","85861"
"3039","4.9  ",2018,"Volkswagen","Tiguan","34834",NA
"3040","4.8  ",2019,"Honda","Insight","23725",NA
"3041","4.9  ",2018,"Ford","Explorer","46905",NA
"3042","4.9  ",2019,"Nissan","Rogue","36565",NA
"3043","4.8  ",2018,"Ford","F","53315",NA
"3044","4.8  ",2018,"Ford","Expedition","62165",NA
"3045","4.9  ",2017,"Lexus","NX","34787","23131"
"3046","4.8  ",2015,"Ford","F","28995","43038"
"3047","4.9  ",2016,"Lexus","RX","38827","35259"
"3048","5  ",2018,"GMC","Yukon","55960",NA
"3049","4.9  ",2019,"Jeep","Cherokee","30385",NA
"3050","4.9  ",2018,"Volkswagen","Tiguan","23194",NA
"3051","4.7  ",2008,"Toyota","Prius","6878","104389"
"3052","4.7  ",2015,"Honda","CR","18978","59478"
"3053","3.5  ",2015,"Jaguar","XF","27998","20297"
"3054","3.5  ",2018,"Hyundai","Tucson","23875",NA
"3055","3.9  ",2007,"Jeep","Wrangler","13995","72930"
"3056","4.6  ",2011,"Volvo","S80","12001","76466"
"3057","4.6  ",2013,"Chevrolet","Silverado","22999","76098"
"3058","4.8  ",2015,"Ford","F","24988","75496"
"3059","4.5  ",2019,"Honda","Pilot","45415",NA
"3060","4.5  ",2018,"Honda","CR","29445",NA
"3061","4.5  ",2019,"Honda","Pilot","45415",NA
"3062","4.6  ",2006,"Toyota","Land","22295","141909"
"3063","4.7  ",2019,"Subaru","Ascent","35458",NA
"3064","4.7  ",2013,"Nissan","Murano","9700","92898"
"3065","4.9  ",2018,"Mitsubishi","Outlander","25425",NA
"3066","4.9  ",2018,"Mitsubishi","Outlander","23835",NA
"3067","4.9  ",2013,"Subaru","Legacy","12795","73308"
"3068","4.7  ",2018,"Toyota","Tacoma","28990","16136"
"3069","4  ",2004,"GMC","Envoy","3200","118330"
"3070","4.7  ",2017,"Toyota","4Runner","34590","31174"
"3071","4.7  ",2016,"Mercedes","Benz","72988","15880"
"3072","4.8  ",2015,"Jeep","Grand","24500","40747"
"3073","4.8  ",2007,"Ford","Ranger","12698","61335"
"3074","4.8  ",2018,"Kia","Sportage","30410",NA
"3075","4.9  ",2011,"Toyota","Avalon","12400","59592"
"3076","4.6  ",2008,"Mercury","Sable","7995","44414"
"3077","4.7  ",2005,"Dodge","Ram","4995","235000"
"3078","4.5  ",2017,"Jeep","Compass","14987","41762"
"3079",NA,2010,"Ford","Explorer","24995","47985"
"3080",NA,2014,"Volkswagen","Passat","11596","53140"
"3081","4.9  ",2018,"Mazda","MX","28195",NA
"3082","4.6  ",2018,"Ford","F","57622",NA
"3083","4.2  ",2011,"MINI","Cooper","7999","62249"
"3084","4.7  ",2013,"Hyundai","Sonata","12399","42641"
"3085","4.8  ",2019,"Honda","HR","22915",NA
"3086","4.8  ",2018,"Hyundai","Tucson","23633",NA
"3087","4.8  ",2016,"Toyota","Tundra","36755","29066"
"3088","4.8  ",2018,"Toyota","Camry","18999","33421"
"3089","4.9  ",2012,"Ford","Expedition","16490","83708"
"3090","4.4  ",2016,"Jeep","Renegade","14977","54623"
"3091","4.9  ",2012,"Volvo","XC60","14795","81054"
"3092","5  ",2018,"Cadillac","XT5","45215",NA
"3093","4.7  ",2019,"Hyundai","Elantra","17945",NA
"3094","5  ",2017,"Cadillac","CT6","77186",NA
"3095","4.1  ",2016,"Ford","Focus","32961","16740"
"3096","4.7  ",2012,"Nissan","Frontier","15995","64307"
"3097","4.7  ",2018,"Toyota","RAV4","33300",NA
"3098","4.8  ",2016,"Ford","F","39976","3715"
"3099","4.8  ",2018,"Chevrolet","Tahoe","62899",NA
"3100","5  ",2019,"Chevrolet","Traverse","37896",NA
"3101","4.7  ",2019,"Chevrolet","Silverado","49770",NA
"3102","4.8  ",2017,"Chevrolet","Equinox","19900","50489"
"3103","4.9  ",2018,"Jeep","Compass","31120",NA
"3104","4.8  ",2018,"Ford","Taurus","31754",NA
"3105","3.8  ",1999,"Ford","Ranger","4995","61465"
"3106","4.9  ",2017,"Honda","HR","19242","28752"
"3107","4.9  ",2014,"Honda","Civic","12357","37117"
"3108","4.7  ",2019,"Kia","Sorento","34177",NA
"3109","4.6  ",2018,"Nissan","Rogue","27350",NA
"3110","4.6  ",2017,"Hyundai","Santa","20900","44770"
"3111","4.7  ",2019,"Kia","Sorento","31108",NA
"3112","4.9  ",2016,"Toyota","RAV4","22202","47849"
"3113","4.9  ",2015,"Toyota","Corolla","13380","74999"
"3114","4.9  ",2014,"Toyota","Prius","15486","24437"
"3115","4.9  ",2013,"Toyota","Corolla","9989","87070"
"3116","4.9  ",2019,"Kia","Sorento","33986",NA
"3117","5  ",2019,"Jeep","Compass","27941",NA
"3118","4.8  ",2018,"Honda","Accord","29785",NA
"3119","5  ",2007,"Volkswagen","New","5497","94296"
"3120","4.2  ",2014,"Ford","E250","21900","44564"
"3121","4.8  ",2017,"Ford","Shelby","48531","7098"
"3122","5  ",2018,"GMC","Acadia","30930",NA
"3123","4.8  ",2007,"Porsche","911","32990","116964"
"3124","4.8  ",2010,"MINI","Cooper","9990","52521"
"3125","4.8  ",2015,"Lincoln","MKZ","18995","41357"
"3126","4.7  ",2018,"Jeep","Grand","37645",NA
"3127","4.9  ",2018,"Honda","Accord","31200",NA
"3128","4.8  ",2018,"Nissan","Altima","21280",NA
"3129","4.8  ",2016,"Nissan","Pathfinder","28868","36856"
"3130","4.4  ",2017,"Mercedes","Benz","35992","57463"
"3131","4.9  ",2019,"Volvo","XC60","49155",NA
"3132","4.1  ",2018,"Nissan","Rogue","26665",NA
"3133","2  ",2015,"Subaru","Impreza","14498","62590"
"3134","3.8  ",2018,"Chevrolet","Colorado","37415",NA
"3135","4.8  ",2018,"Honda","Civic","24286",NA
"3136","4.7  ",2018,"Honda","Accord","30860",NA
"3137","3.8  ",2019,"Chevrolet","Equinox","38472",NA
"3138","4.9  ",2007,"Nissan","Maxima","5400","128286"
"3139","4.9  ",2017,"Chevrolet","Malibu","19540",NA
"3140","4.9  ",2015,"Lincoln","MKZ","20713","38331"
"3141","4.7  ",2015,"Chevrolet","Corvette","52999","4006"
"3142","4.9  ",2015,"Lexus","RX","29988","32889"
"3143","4.8  ",2016,"Audi","A7","44990","21255"
"3144","4.9  ",2017,"Lexus","IS","36788","10829"
"3145","4.9  ",2016,"Toyota","Camry","21988","42050"
"3146","4.8  ",2015,"Toyota","RAV4","24450","21314"
"3147","4.8  ",2018,"Ford","Expedition","69780",NA
"3148","4.8  ",2016,"Audi","TTS","37500","15920"
"3149","4.3  ",2018,"Audi","A4","37498","9860"
"3150","4.7  ",2019,"BMW","M5","121995",NA
"3151","5  ",2016,"Tesla","Model","69900","33367"
"3152","4.8  ",2018,"Kia","Optima","24231",NA
"3153","4.7  ",2009,"Mercedes","Benz","24975","63221"
"3154","3.5  ",2018,"Hyundai","Tucson","25355",NA
"3155","4.7  ",2019,"Jeep","Cherokee","29463",NA
"3156","4.8  ",2014,"GMC","Sierra","27980","58701"
"3157","4.8  ",2019,"Kia","Stinger","49030",NA
"3158",NA,2007,"Cadillac","Escalade","11497","110767"
"3159","4.8  ",2015,"Volkswagen","Golf","24951","37356"
"3160","4.5  ",2017,"Honda","Civic","19991","12298"
"3161","4.5  ",2018,"Honda","Accord","24460",NA
"3162","5  ",2007,"Audi","A4","8495","127789"
"3163","5  ",2018,"Cadillac","CT6","55998","15916"
"3164","4.5  ",2018,"Honda","Accord","35605",NA
"3165","4.5  ",2018,"Honda","CR","29445",NA
"3166","4.9  ",2018,"BMW","530e","50987","7806"
"3167","4.8  ",2013,"Mercedes","Benz","17500","68114"
"3168","3.1  ",2006,"Mazda","Mazda3","5250","99864"
"3169","4.8  ",2009,"Toyota","Camry","6995","132968"
"3170","4.7  ",2008,"Chevrolet","Colorado","9995","85997"
"3171","4.8  ",2019,"Kia","Sorento","42435",NA
"3172","5  ",2018,"Ford","Flex","50765",NA
"3173","4.5  ",2013,"Lexus","RX","24987","36653"
"3174","4.8  ",2016,"Chevrolet","Tahoe","45900","24653"
"3175","4.8  ",2013,"Volkswagen","Jetta","11249","49712"
"3176","4.8  ",2016,"Toyota","Highlander","31988","20828"
"3177","2  ",2007,"Nissan","Xterra","6400","106138"
"3178","4.8  ",2015,"Toyota","RAV4","17988","69144"
"3179","4.8  ",2018,"Toyota","Tacoma","28747","21031"
"3180","5  ",2014,"Ford","Sedan","11999","68122"
"3181","4  ",2019,"GMC","Acadia","37191",NA
"3182","4.7  ",2014,"Chevrolet","Camaro","15377","25604"
"3183","4.8  ",2017,"Chevrolet","Impala","17644","44107"
"3184","4.8  ",2018,"Hyundai","Santa","29577",NA
"3185","4.8  ",2019,"Hyundai","Santa","29069",NA
"3186","4.9  ",2019,"Volvo","XC60","53980",NA
"3187","4.7  ",2018,"Hyundai","Sonata","22254",NA
"3188","4.8  ",2011,"Mercedes","Benz","13000","125874"
"3189","4.9  ",2019,"Honda","Fit","17880",NA
"3190","4.8  ",2016,"Toyota","Camry","18600","19027"
"3191","5  ",2018,"RAM","1500","40733",NA
"3192","4.8  ",2016,"Toyota","RAV4","21888","44079"
"3193","4.8  ",2015,"Toyota","4Runner","30000","40859"
"3194","4.9  ",2018,"Toyota","Tacoma","35050",NA
"3195","4.9  ",2018,"GMC","Acadia","51820",NA
"3196","4.9  ",2018,"GMC","Sierra","71560",NA
"3197","5  ",2003,"Ford","Thunderbird","12750","71453"
"3198","5  ",2005,"Toyota","Camry","3395","180000"
"3199","4.8  ",2019,"Chevrolet","Silverado","50288",NA
"3200","4.6  ",2018,"Hyundai","Santa","19888","7646"
"3201","4.7  ",2018,"Chevrolet","Silverado","37780",NA
"3202","4.9  ",2018,"Mazda","CX","26645",NA
"3203","4.6  ",2008,"Subaru","Impreza","8846","97361"
"3204","4.9  ",2019,"Jeep","Cherokee","40270",NA
"3205","4.8  ",2018,"Ford","Edge","39604",NA
"3206","4.9  ",2016,"Honda","Accord","19489","32444"
"3207","4.9  ",2016,"Buick","Verano","18180","35676"
"3208","4.6  ",2012,"Ford","Fusion","9000","62446"
"3209","4.8  ",2018,"Mazda","CX","27536",NA
"3210","4.5  ",2015,"BMW","435","24892","38919"
"3211","4.9  ",2012,"Nissan","Titan","21276","58094"
"3212","4.9  ",2018,"Toyota","Corolla","16278","13867"
"3213","4.8  ",2018,"Honda","Civic","23395",NA
"3214","4.8  ",2019,"Honda","Insight","24955",NA
"3215","3  ",2014,"Chevrolet","Spark","6986","63817"
"3216","4.9  ",2018,"Mazda","Mazda3","22785",NA
"3217","4.9  ",2010,"Toyota","Venza","10995","93961"
"3218","4.8  ",2004,"Jeep","Wrangler","8000","185311"
"3219","5  ",2019,"Chevrolet","Traverse","32661",NA
"3220","4.5  ",2011,"Toyota","4Runner","24900","35458"
"3221","3.8  ",2015,"Audi","A3","19900","11145"
"3222","4.7  ",2008,"Acura","RL","9204","117812"
"3223","4.8  ",2015,"Nissan","Rogue","21144","36675"
"3224","3.8  ",2016,"Land","Rover","70330","23883"
"3225","4.8  ",2016,"Ford","F","27788","19876"
"3226","4.8  ",2015,"Nissan","Altima","13894","54066"
"3227","5  ",2008,"Cadillac","SRX","10995","78605"
"3228","4.8  ",2015,"Nissan","Murano","25779","47408"
"3229","4.7  ",2018,"Chrysler","300","34070",NA
"3230","4.7  ",2018,"Jeep","Wrangler","36016",NA
"3231","4.8  ",2016,"Nissan","Altima","16231","58607"
"3232","5  ",2006,"Ford","F","13900","88795"
"3233","4.8  ",2018,"Nissan","Altima","20590",NA
"3234","4.4  ",2018,"Cadillac","Escalade","63298","17124"
"3235","4.8  ",2016,"Ford","Edge","18888","36545"
"3236","2  ",2013,"Nissan","Altima","12450","52499"
"3237","4.8  ",2016,"Honda","Accord","22498","27507"
"3238","4.7  ",2018,"Honda","Accord","24465",NA
"3239","4.6  ",2018,"Honda","Accord","24465",NA
"3240",NA,2015,"Chevrolet","Silverado","28888","27264"
"3241","4.4  ",2018,"Volkswagen","Golf","32565",NA
"3242","4.9  ",2019,"Volkswagen","Tiguan","29124",NA
"3243","4.9  ",2017,"Lincoln","MKZ","33283","24104"
"3244","4.9  ",2018,"Ford","F","35522","13061"
"3245","4.8  ",2018,"Honda","Accord","35605",NA
"3246","4.9  ",2016,"Ford","Focus","13833","30969"
"3247","4.8  ",2018,"Honda","Accord","26675",NA
"3248","4.8  ",2018,"Honda","Civic","23395",NA
"3249",NA,2006,"Ford","F","14995","82000"
"3250","5  ",2019,"Subaru","Ascent","43213",NA
"3251","5  ",2012,"Honda","Civic","9495","69552"
"3252","4.9  ",2014,"Ford","Mustang","16995","93678"
"3253","4.9  ",2015,"Nissan","Frontier","17500","57733"
"3254","4.9  ",2018,"Nissan","Leaf","38520",NA
"3255","5  ",2012,"Jeep","Wrangler","17900","52911"
"3256","4.8  ",2019,"Subaru","Ascent","43346",NA
"3257","4.8  ",2019,"Subaru","Ascent","45670",NA
"3258","4.7  ",2012,"Nissan","Rogue","13977","35946"
"3259",NA,2005,"Toyota","Corolla","5495","87202"
"3260","4.6  ",2009,"Honda","Pilot","12499","97640"
"3261","4  ",2018,"Alfa","Romeo","54440",NA
"3262","4.7  ",2019,"Subaru","Outback","33701",NA
"3263","4.8  ",2018,"Ford","Explorer","46771",NA
"3264","3.1  ",2008,"Honda","Accord","7250","97867"
"3265","4.7  ",2018,"Toyota","Prius","34593",NA
"3266","4.7  ",2007,"Cadillac","Escalade","14990","139298"
"3267","4.7  ",2009,"Jaguar","XJ","19990","76300"
"3268","4.8  ",2014,"BMW","650","39998","33307"
"3269","4.6  ",2013,"Land","Rover","27995","61696"
"3270","4.8  ",2019,"Kia","Niro","27770",NA
"3271","3.4  ",2014,"Audi","S6","36991","66707"
"3272","4.8  ",2015,"Ford","F","29959","83071"
"3273","3.5  ",2018,"Volvo","XC60","47915",NA
"3274","3.4  ",2002,"BMW","M3","16491","89201"
"3275","4.5  ",2007,"Volkswagen","Passat","6987","82624"
"3276","5  ",2018,"Ford","Explorer","49935",NA
"3277","4.8  ",2017,"Dodge","Grand","21980","34603"
"3278","4.8  ",2018,"Honda","Pilot","33795",NA
"3279","4.8  ",2018,"Hyundai","Tucson","24670",NA
"3280","4.8  ",2015,"Toyota","Camry","14850","65857"
"3281","2.3  ",2000,"Ford","Excursion","1900","211860"
"3282","5  ",2018,"Honda","CR","31945",NA
"3283","5  ",2012,"Dodge","Charger","9495","89081"
"3284","4.9  ",2015,"Ford","F","37995","29397"
"3285","4.8  ",2014,"Volkswagen","Jetta","12990","38115"
"3286","4.8  ",2019,"Hyundai","Santa","38026",NA
"3287","3.9  ",2018,"Toyota","Highlander","41625",NA
"3288","3.9  ",2016,"Honda","Accord","21588","7265"
"3289","4.8  ",2018,"Hyundai","Tucson","27855",NA
"3290","4.9  ",2013,"Audi","A6","18995","66935"
"3291","4.7  ",2018,"Hyundai","Tucson","26135",NA
"3292","4.9  ",2018,"Kia","Optima","26400",NA
"3293","4.6  ",2019,"Kia","Optima","23138",NA
"3294","4.7  ",2015,"Toyota","Yaris","12000","32688"
"3295","5  ",2004,"Honda","Element","5495","154009"
"3296","4.9  ",2019,"Jeep","Cherokee","38965",NA
"3297","4.9  ",2019,"Acura","RDX","46895",NA
"3298","4.9  ",2004,"Ford","F","5995","258334"
"3299","4.1  ",2014,"BMW","328","12877","134495"
"3300","4.8  ",2015,"BMW","i3","16996","26800"
"3301","4.8  ",2014,"GMC","Acadia","19849","72693"
"3302","4.8  ",2019,"Nissan","Sentra","19002",NA
"3303","4.6  ",2013,"BMW","535","18611","91473"
"3304",NA,2013,"Acura","MDX","18995","72094"
"3305","4.8  ",2018,"Ford","F","57369",NA
"3306","3.8  ",2012,"Volkswagen","Routan","4995","82960"
"3307","4.9  ",2018,"Honda","CR","30348",NA
"3308","4.6  ",2019,"Hyundai","Santa","28220",NA
"3309","4.7  ",2019,"Kia","Optima","20248",NA
"3310","4.9  ",2017,"Toyota","RAV4","20955","34059"
"3311","4.9  ",2015,"Nissan","Sentra","12598","21335"
"3312","4.8  ",2019,"Chevrolet","Silverado","52600",NA
"3313","4.8  ",2018,"Honda","Civic","24145",NA
"3314","4.9  ",2018,"Nissan","Murano","39985",NA
"3315","4.9  ",2018,"Nissan","Rogue","26785",NA
"3316","4.2  ",2019,"GMC","Acadia","43752",NA
"3317","3.9  ",2015,"Honda","Civic","17736","7856"
"3318","4.8  ",2019,"Volkswagen","Jetta","20284",NA
"3319","4.3  ",2009,"Subaru","Forester","5483","160077"
"3320","4.6  ",2018,"Alfa","Romeo","85390",NA
"3321","4.7  ",2010,"Audi","S4","19194","63763"
"3322","4.5  ",2019,"MINI","Countryman","38750",NA
"3323","4.8  ",2008,"Chrysler","300","3991","146462"
"3324","4.2  ",1993,"Cadillac","DeVille","2995","112806"
"3325","3.8  ",2017,"Mercedes","Benz","53366","8385"
"3326","4.4  ",2018,"Chevrolet","Equinox","31382",NA
"3327",NA,2018,"Mitsubishi","Eclipse","25897",NA
"3328","4.8  ",2015,"Nissan","Altima","14315","27934"
"3329","4.8  ",2016,"Nissan","Sentra","13913","30170"
"3330","4.8  ",2015,"Nissan","Sentra","13598","26508"
"3331","4.8  ",2018,"Ford","Expedition","52995",NA
"3332","4.7  ",2019,"Kia","Optima","36675",NA
"3333","2  ",2018,"Honda","CR","29445",NA
"3334","4.8  ",2016,"Ford","F","30950","42193"
"3335","3.8  ",2018,"Chevrolet","Silverado","65991",NA
"3336","4.8  ",2013,"Honda","Civic","14498","74886"
"3337","4.8  ",2018,"Honda","Accord","24612",NA
"3338","4.7  ",2019,"Honda","Pilot","49015",NA
"3339","4.7  ",2018,"Jeep","Wrangler","44553",NA
"3340","4.9  ",2019,"Nissan","Rogue","36565",NA
"3341","4.8  ",2018,"Honda","Accord","24465",NA
"3342","4.9  ",2016,"Lincoln","MKZ","26919","13727"
"3343","4.9  ",2015,"Lincoln","MKS","26889","23557"
"3344","5  ",2017,"Subaru","Crosstrek","23864","18331"
"3345","4.3  ",2015,"Honda","Accord","14688","44733"
"3346","4.8  ",2016,"Ford","Fusion","15950","22273"
"3347","4.9  ",2018,"Volvo","V90","59225",NA
"3348","4.5  ",2018,"Volkswagen","Jetta","24449","762"
"3349","4.8  ",2014,"Jaguar","F","37698","44878"
"3350","5  ",2008,"Hyundai","Elantra","3996","135893"
"3351",NA,2018,"Alfa","Romeo","85340",NA
"3352","5  ",2008,"Volvo","XC70","5493","126600"
"3353","4.8  ",2017,"Mazda","CX","23440","3217"
"3354","4.7  ",2018,"Volvo","XC60","58185",NA
"3355","4.8  ",2014,"Ford","Flex","17825","87815"
"3356","4.8  ",2018,"Acura","RLX","51942",NA
"3357","4.9  ",2016,"Toyota","Tundra","41450","15963"
"3358","4.8  ",2017,"Ford","F","38500","22264"
"3359","4.8  ",2015,"Toyota","RAV4","17500","43929"
