"","Ratings","Year","Make","Model","Price","Mileage"
"3801","4.6  ",2017,"BMW","i3","49145",NA
"3802","5  ",1996,"Chevrolet","Corvette","12900","32173"
"3803","4.7  ",2014,"RAM","1500","26000","66371"
"3804","4.6  ",2013,"BMW","X1","18990","34996"
"3805","4.6  ",2018,"BMW","X3","62170",NA
"3806",NA,2015,"Acura","RLX","23995","47621"
"3807","4.7  ",1999,"Volvo","S80","2495","81455"
"3808","4.8  ",2015,"Ford","Edge","23297","20766"
"3809","4.8  ",2018,"Mazda","CX","25520",NA
"3810","4.7  ",2019,"Kia","Sorento","34530",NA
"3811","4.5  ",2016,"Toyota","Highlander","33987","22745"
"3812","4.9  ",2015,"Toyota","Tacoma","26989","45092"
"3813","4.6  ",2010,"Scion","tC","7555","49993"
"3814","4.9  ",2018,"Nissan","Rogue","26685",NA
"3815","4.9  ",2018,"Nissan","Rogue","28175",NA
"3816","4.8  ",2018,"Toyota","Sienna","44500",NA
"3817","5  ",2018,"Chevrolet","Tahoe","52081",NA
"3818","4.8  ",2006,"Toyota","Prius","6483","64401"
"3819","4  ",2017,"Chevrolet","Silverado","19995","22440"
"3820","4.8  ",2010,"Ford","F","14000","97452"
"3821","4.5  ",2019,"Kia","Sorento","27986",NA
"3822","4.8  ",2016,"Volkswagen","Jetta","18995","20349"
"3823","3.8  ",2015,"Audi","Q7","32900","27133"
"3824","4.8  ",2018,"Lincoln","MKX","50020",NA
"3825","4.8  ",2015,"Nissan","Rogue","18417","51032"
"3826","4.8  ",2017,"Nissan","Rogue","26961","23"
"3827","4.7  ",2018,"Jeep","Compass","28462",NA
"3828","4.4  ",2014,"Volvo","XC60","19500","63760"
"3829","4.9  ",2017,"Volvo","XC60","36600","18756"
"3830","2  ",2018,"Honda","Ridgeline","36770",NA
"3831","4.7  ",2018,"Honda","Accord","34690",NA
"3832","4.7  ",2018,"Honda","Accord","34690",NA
"3833","4.5  ",2015,"Toyota","RAV4","17900","36922"
"3834","4.7  ",2014,"Honda","Accord","16399","63715"
"3835","4.4  ",2018,"Volkswagen","Golf","20205",NA
"3836","4.9  ",2018,"Ford","Explorer","35374","10123"
"3837","4.8  ",2016,"Toyota","RAV4","20950","21536"
"3838","5  ",2014,"Ford","Sedan","10998","76140"
"3839","4.7  ",2013,"Chevrolet","Camaro","35400","6608"
"3840","4.9  ",2016,"Lexus","RX","43988","18718"
"3841","4.8  ",2018,"Ford","Focus","26955",NA
"3842","4.9  ",2015,"Porsche","911","76998","46199"
"3843","4.9  ",1963,"Oldsmobile","98","25999","76833"
"3844","5  ",2017,"GMC","Acadia","35361",NA
"3845","5  ",2018,"FIAT","124","34525",NA
"3846","5  ",2003,"Ford","Mustang","8990","76720"
"3847","4.8  ",2018,"Kia","Optima","24231",NA
"3848","5  ",2016,"Volkswagen","Touareg","29000","28654"
"3849","4.9  ",2018,"Nissan","Murano","43065",NA
"3850","4.7  ",2015,"Honda","Accord","16778","15649"
"3851","3.5  ",2018,"Hyundai","Tucson","29645",NA
"3852","4.8  ",2012,"GMC","Sierra","25780","76320"
"3853","4.8  ",2017,"Toyota","4Runner","26284","43755"
"3854","4.9  ",2016,"Toyota","Highlander","33865","17384"
"3855","4.6  ",2017,"Honda","CR","19000","39429"
"3856","4.8  ",2017,"Ford","Escape","14000","39072"
"3857","4.8  ",2013,"Honda","Civic","10000","130643"
"3858","4.6  ",2017,"GMC","Acadia","45531",NA
"3859","4.7  ",2018,"RAM","ProMaster","38240",NA
"3860","4.8  ",2019,"Kia","Sportage","26530",NA
"3861","5  ",2019,"Cadillac","Escalade","88655",NA
"3862","4.7  ",2015,"Chevrolet","Silverado","29000","58125"
"3863","5  ",2017,"Cadillac","XT5","34998","36639"
"3864","4.9  ",2016,"Ford","Escape","13996","48666"
"3865","4  ",2010,"Audi","A3","11495","95516"
"3866","4.6  ",2019,"Volvo","XC60","62815",NA
"3867","4.9  ",2016,"Ford","Fusion","15998","36668"
"3868","4.8  ",2016,"Ford","Explorer","35449","30731"
"3869","4.8  ",2016,"Jeep","Grand","32775","27100"
"3870","4.6  ",2019,"Volvo","XC90","66340",NA
"3871","4.9  ",2018,"Mitsubishi","Outlander","23795",NA
"3872","4.9  ",2015,"Ford","F","23490","42202"
"3873","4.9  ",2015,"Honda","CR","15990","29743"
"3874","4.8  ",2015,"Lexus","GS","32998","20175"
"3875","4.8  ",2010,"Lexus","IS","14315","54641"
"3876","3.4  ",2006,"Cadillac","CTS","21991","35090"
"3877","4.8  ",2018,"Toyota","Tacoma","45617",NA
"3878","4.6  ",2018,"Ford","F","69442",NA
"3879","5  ",2018,"Toyota","Highlander","39356",NA
"3880","4.7  ",2018,"Hyundai","Tucson","25050",NA
"3881","4.9  ",2015,"Ford","Mustang","24490","52197"
"3882","4.9  ",2014,"Jaguar","XJ","24990","70451"
"3883","4.8  ",2014,"BMW","335","20997","48512"
"3884","4.7  ",2013,"Jeep","Grand","14995","89277"
"3885","4.8  ",2015,"Hyundai","Sonata","18450","29090"
"3886","4.9  ",2016,"Ford","F","32995","51971"
"3887","4.9  ",2009,"Toyota","Venza","9387","95932"
"3888","4.7  ",2011,"Ford","Crown","10000","52917"
"3889","4.7  ",2018,"Hyundai","Sonata","19798",NA
"3890","5  ",2019,"Cadillac","XT5","68290",NA
"3891","4.7  ",2017,"Ford","F","62900","1736"
"3892","4.7  ",2017,"Ford","Shelby","129000","10"
"3893","4.9  ",2015,"Hyundai","Sonata","15967","21356"
"3894","4.6  ",2019,"Kia","Sorento","29402",NA
"3895","4.8  ",2014,"Kia","Forte","9500","49413"
"3896","4.9  ",2011,"Cadillac","Escalade","29900","61267"
"3897","3.7  ",2003,"Ford","Mustang","6995","93720"
"3898","5  ",2011,"Dodge","Grand","9995","82757"
"3899","4.9  ",2019,"Acura","TLX","43795",NA
"3900","4.9  ",2017,"Lincoln","MKZ","29000","11999"
"3901","4.8  ",2018,"Chevrolet","Silverado","24190",NA
"3902","4.7  ",2019,"Chevrolet","Silverado","56550",NA
"3903","4.7  ",2016,"Ford","Mustang","32995","10241"
"3904","4.8  ",2018,"Audi","TTS","61865",NA
"3905","4.8  ",2019,"Nissan","Sentra","18236",NA
"3906","4.8  ",2018,"Ford","Explorer","45537",NA
"3907","4.8  ",2004,"Dodge","Ram","2750","276491"
"3908",NA,2018,"Mercedes","Benz","101665",NA
"3909","4.6  ",2019,"Hyundai","Santa","28315",NA
"3910","4.8  ",2018,"Honda","CR","31945",NA
"3911","4.5  ",2017,"Cadillac","CT6","57228","3485"
"3912","4.6  ",2018,"Nissan","Rogue","28425",NA
"3913","4.9  ",2015,"Toyota","Highlander","27198","30515"
"3914","4.9  ",2017,"Ford","F","29850","4490"
"3915","5  ",2018,"Jeep","Wrangler","40520",NA
"3916","4.6  ",2008,"Dodge","Challenger","23990","32507"
"3917","4.8  ",2018,"Toyota","Tacoma","24669","36778"
"3918","4.8  ",2014,"Mazda","CX","18915","50395"
"3919","4.8  ",2006,"Bentley","Continental","49990","42350"
"3920","3.8  ",2016,"Jaguar","F","61900","23546"
"3921","5  ",2006,"Jeep","Liberty","7495","59772"
"3922","4.8  ",2011,"Kia","Soul","4981","166125"
"3923","4.8  ",2017,"Acura","MDX","36872","18047"
"3924","4.9  ",2016,"Toyota","Corolla","15400","27812"
"3925","4.8  ",2015,"Nissan","Pathfinder","18474","54221"
"3926","4.7  ",2018,"Chrysler","300","34070",NA
"3927","4.4  ",2007,"Toyota","Yaris","3991","176750"
"3928","4.8  ",2018,"Ford","Fiesta","14695",NA
"3929","4.8  ",2018,"Ford","Explorer","49495",NA
"3930","2  ",2018,"Honda","Accord","26670",NA
"3931","2  ",2017,"Honda","Civic","17998","10341"
"3932","4.9  ",2018,"Audi","A4","35498","8807"
"3933","3.3  ",2010,"Ford","F","14995","89434"
"3934","4.9  ",2018,"Nissan","Rogue","31155",NA
"3935","4.8  ",2018,"Ford","Transit","39500",NA
"3936","5  ",2019,"Subaru","Forester","34288",NA
"3937","4.9  ",2016,"Toyota","Corolla","15937","18029"
"3938","4.9  ",2015,"Lexus","NX","35988","23537"
"3939","4.5  ",2018,"Volkswagen","Atlas","37678",NA
"3940","4.8  ",2018,"Jaguar","F","40995","8071"
"3941","4.7  ",2010,"Nissan","Frontier","19600","28084"
"3942","4.7  ",2015,"Mercedes","Benz","21700","62328"
"3943","4.7  ",2015,"BMW","X3","26898","31546"
"3944","5  ",2018,"Buick","LaCrosse","33867",NA
"3945","5  ",2018,"FIAT","500X","26880",NA
"3946","4.9  ",2017,"Cadillac","CTS","32874","32179"
"3947","4.8  ",2019,"Subaru","Forester","26693",NA
"3948","4  ",2013,"BMW","740","24995","47126"
"3949","4.8  ",2015,"Subaru","Impreza","15466","26094"
"3950","3.5  ",2019,"Genesis","G70","51170",NA
"3951","3.9  ",2011,"Chevrolet","Cruze","6995","114201"
"3952","4.8  ",2015,"Chevrolet","Volt","13000","45283"
"3953","4.6  ",2018,"GMC","Sierra","63553",NA
"3954","4.1  ",2018,"Honda","Accord","34690",NA
"3955","4.7  ",2018,"Toyota","4Runner","42977","18276"
"3956","4.7  ",2018,"Jeep","Grand","38977","21222"
"3957","4.2  ",2018,"Nissan","Altima","24850",NA
"3958","4.5  ",2013,"smart","ForTwo","6991","61796"
"3959","4.5  ",2019,"Honda","Pilot","45415",NA
"3960","4.9  ",2016,"BMW","i3","24499","8928"
"3961","4.7  ",2018,"Nissan","Armada","48490",NA
"3962","4.9  ",2016,"Mazda","CX","20411","32056"
"3963","4.9  ",2012,"Subaru","Legacy","14000","57596"
"3964","4.9  ",2018,"BMW","X2","44945",NA
"3965","4.6  ",2018,"Volvo","XC90","69485",NA
"3966","4.9  ",2017,"Cadillac","XTS","22777","55144"
"3967","4.7  ",2012,"Land","Rover","18990","92474"
"3968","4.7  ",2017,"Chevrolet","Camaro","18929","24122"
"3969","4.8  ",2013,"Audi","allroad","17980","62458"
"3970","4.8  ",2016,"Subaru","WRX","24750","22499"
"3971","4.8  ",2019,"Kia","Optima","31370",NA
"3972","4.9  ",2013,"BMW","X3","17995","60316"
"3973","4.6  ",2008,"BMW","X3","10995","73642"
"3974","5  ",2014,"Ford","F","37200","79834"
"3975","4.6  ",2013,"Ford","F","26990","71459"
"3976","4.7  ",2019,"Hyundai","Santa","28113",NA
"3977","4.7  ",2018,"Hyundai","Tucson","24768",NA
"3978","4.8  ",2017,"Toyota","Camry","21700","21065"
"3979","4.6  ",2007,"Chevrolet","Impala","6988","77962"
"3980","3.9  ",2018,"Toyota","Highlander","48359",NA
"3981","4.4  ",2018,"Nissan","Rogue","28460",NA
"3982","4.4  ",2018,"Nissan","Pathfinder","36188",NA
"3983","4.9  ",2016,"BMW","X5","67995","40439"
"3984","4.4  ",2017,"Toyota","Corolla","14275","43939"
"3985","4.9  ",2017,"Mercedes","Benz","53302","29430"
"3986","4.9  ",2019,"Honda","HR","24615",NA
"3987","4.8  ",2018,"Toyota","Camry","27042",NA
"3988","4.8  ",2018,"Toyota","Tundra","39149",NA
"3989","4.9  ",2019,"Jeep","Cherokee","37878",NA
"3990","4.8  ",2018,"Mazda","CX","29054",NA
"3991","5  ",2019,"Hyundai","Santa","35570",NA
"3992",NA,2007,"Mercedes","Benz","8595","151345"
"3993","5  ",2015,"Hyundai","Sonata","14524","38043"
"3994","5  ",2014,"Ford","Taurus","14122","49585"
"3995","4.1  ",2006,"Chevrolet","Impala","5877","68232"
"3996","4.5  ",2015,"Subaru","XV","14788","70995"
"3997","4.5  ",2019,"Subaru","Ascent","34399",NA
"3998","4.8  ",2018,"Nissan","Maxima","35785",NA
"3999","5  ",2019,"Chevrolet","Traverse","37696",NA
"4000","4.9  ",2019,"Nissan","Altima","29725",NA
"4001","4.6  ",2018,"BMW","540","76635",NA
"4002","4.8  ",2007,"Ford","F","18988","67686"
"4003","5  ",2007,"Toyota","4Runner","9350","163393"
"4004","3  ",2012,"Nissan","Versa","8095","11513"
"4005","4.8  ",2018,"Mazda","CX","26076",NA
"4006","4.6  ",2018,"Nissan","Rogue","26955",NA
"4007","4.6  ",2019,"Hyundai","Santa","30420",NA
"4008","4.5  ",2016,"Lexus","RX","33000","55672"
"4009","4.9  ",2018,"Kia","Stinger","49675",NA
"4010","4.8  ",2018,"Honda","Accord","24465",NA
"4011","4.8  ",2018,"Honda","Accord","24465",NA
"4012","4.8  ",2003,"Toyota","Camry","1998","211426"
"4013","4.9  ",2018,"Mazda","CX","29710",NA
"4014","4.8  ",2009,"Chevrolet","Malibu","5000","93239"
"4015","4.8  ",2006,"Ford","Explorer","998","206067"
"4016","4.8  ",2016,"Toyota","Tundra","25895","39753"
"4017","4.8  ",2012,"Audi","A4","13557","77846"
"4018","5  ",2006,"INFINITI","QX56","10995","117000"
"4019","4.4  ",2015,"Cadillac","SRX","23887","44662"
"4020",NA,2015,"Mitsubishi","Lancer","39987",NA
"4021","4.9  ",2018,"Mercedes","Benz","69998","7689"
"4022",NA,2018,"Mitsubishi","Eclipse","25487",NA
"4023","5  ",2004,"GMC","Envoy","7995","86399"
"4024","4.8  ",2017,"Nissan","Rogue","26972","3115"
"4025","4.9  ",2017,"Volvo","XC90","54999","13569"
"4026","4.7  ",2014,"Mercedes","Benz","18880","63669"
"4027","4.9  ",2016,"Volvo","XC90","31999","33810"
"4028","4.8  ",2015,"Nissan","Murano","25578","43228"
"4029","4.4  ",2012,"Toyota","Sienna","11491","171505"
"4030","4.1  ",2011,"Kia","Optima","6921","103914"
"4031","4.7  ",2019,"Kia","Sorento","30530",NA
"4032","4.8  ",2018,"Honda","Accord","24612",NA
"4033","4.7  ",2018,"Jeep","Wrangler","59555",NA
"4034","4.8  ",2019,"Honda","Pilot","34345",NA
"4035","4.8  ",2019,"Ford","F","53635",NA
"4036","5  ",2008,"Toyota","Tundra","13998","125389"
"4037","4.9  ",2016,"Nissan","Murano","27628","32789"
"4038","4.5  ",2012,"Mercedes","Benz","33999","68331"
"4039","4.9  ",2019,"Jeep","Compass","27162",NA
"4040","5  ",2008,"Volvo","V50","8998","74001"
"4041","4.9  ",2018,"Nissan","Armada","39900","14378"
"4042","4.8  ",2019,"Subaru","Ascent","35170",NA
"4043","3.5  ",2018,"Hyundai","Tucson","29695",NA
"4044","4.8  ",2018,"Kia","Sedona","34640",NA
"4045",NA,2012,"Audi","A4","7997","121000"
"4046","4.5  ",2015,"Honda","Accord","14790","29375"
"4047","4.2  ",2018,"Nissan","Altima","25160",NA
"4048","4.5  ",2019,"Honda","Pilot","34345",NA
"4049","4.5  ",2018,"Honda","Civic","21845",NA
"4050","4.5  ",2015,"Honda","Accord","16999","26443"
"4051","4.5  ",2018,"Honda","Accord","24445",NA
"4052","4.5  ",2018,"Honda","CR","29445",NA
"4053","3.1  ",2012,"BMW","X5","16750","68243"
"4054","4.8  ",2009,"Mercedes","Benz","10995","109754"
"4055","3.1  ",2012,"Chevrolet","Colorado","14000","50205"
"4056","4.7  ",2010,"Land","Rover","16990","99285"
"4057","4  ",1999,"Porsche","Boxster","7995","83638"
"4058","4  ",2012,"BMW","X5","16995","65799"
"4059","4.7  ",2012,"Ford","F","14490","82901"
"4060","4.7  ",2007,"BMW","750","9990","108765"
"4061","4.8  ",2013,"Lexus","GS","22998","59387"
"4062","4.7  ",2010,"Mercedes","Benz","9995","167784"
"4063","4.9  ",2016,"Land","Rover","57595","23693"
"4064","4.8  ",2019,"Kia","Optima","24445",NA
"4065","4.8  ",2008,"Lexus","RX","10998","120975"
"4066","4.9  ",2018,"GMC","Sierra","54995","39"
"4067","4.8  ",2016,"Lexus","RC","28998","43154"
"4068","4.8  ",2018,"Kia","Sportage","29850",NA
"4069","4.9  ",2019,"Subaru","Legacy","25916",NA
"4070","3.4  ",2002,"Honda","Civic","7991","53038"
"4071","5  ",2008,"Chevrolet","TrailBlazer","5200","134270"
"4072","4.7  ",2018,"Hyundai","Tucson","22562",NA
"4073","4.7  ",2013,"Chrysler","300","19250","38480"
"4074","4.6  ",2018,"Ford","Explorer","46198",NA
"4075","4.8  ",2016,"Toyota","RAV4","24988","36844"
"4076","4.9  ",2009,"Lincoln","MKZ","9490","47228"
"4077","4.6  ",2017,"Ford","Fiesta","13000","2035"
"4078","4.9  ",2018,"Ford","Explorer","52734",NA
"4079","4.9  ",2018,"Ford","Explorer","43522",NA
"4080","5  ",2014,"Jeep","Cherokee","13495","67080"
"4081","4.8  ",2018,"Chevrolet","Equinox","23601",NA
"4082","4.8  ",2011,"Chevrolet","Camaro","21644","11874"
"4083","3.9  ",2012,"Nissan","Armada","22888","43661"
"4084","3.3  ",2018,"Nissan","Rogue","30864",NA
"4085","4.8  ",2019,"Hyundai","Accent","15907",NA
"4086","3.9  ",2018,"Toyota","RAV4","29184",NA
"4087","4.4  ",2018,"Nissan","Rogue","25805",NA
"4088","4.9  ",2018,"Honda","Accord","28365",NA
"4089","4.9  ",2018,"Lexus","GX","47795","9333"
"4090","4.9  ",2019,"Subaru","Ascent","43192",NA
"4091","4.7  ",2018,"Mitsubishi","Outlander","22973",NA
"4092","3.8  ",2008,"Subaru","Tribeca","7495","123006"
"4093","4.6  ",2019,"Chevrolet","Corvette","77555",NA
"4094","4.6  ",2019,"Chevrolet","Equinox","33188",NA
"4095","4.6  ",2019,"Chevrolet","Silverado","60560",NA
"4096","4.8  ",2018,"Mazda","Mazda6","28644",NA
"4097","4.8  ",2018,"Ford","Explorer","38570",NA
"4098","4.9  ",2018,"GMC","Canyon","37915",NA
"4099","1  ",2006,"Ford","F","5995","176112"
"4100","4.1  ",2001,"Chevrolet","Silverado","10877","105077"
"4101","4.7  ",2018,"Chevrolet","Camaro","66970",NA
"4102","4.7  ",2018,"Chevrolet","Cruze","18975",NA
"4103","4.8  ",2019,"Nissan","Sentra","18236",NA
"4104","5  ",2011,"Mercedes","Benz","19500","80388"
"4105","2.3  ",2003,"Chevrolet","Silverado","3695","225000"
"4106",NA,2015,"Mercedes","Benz","36900","19255"
"4107","4.2  ",2012,"BMW","328","13745","52168"
"4108","4.6  ",2012,"Hyundai","Elantra","9500","53821"
"4109","4.6  ",2018,"Nissan","Sentra","17050",NA
"4110","4.6  ",2018,"Nissan","Rogue","26955",NA
"4111","4.8  ",2015,"Honda","Fit","11782","75621"
"4112","4.5  ",2013,"Chevrolet","Spark","4593","98731"
"4113","4.8  ",2019,"Chevrolet","Traverse","36045",NA
"4114",NA,2009,"Audi","A4","9990","95056"
"4115","3  ",2018,"GMC","Canyon","40445",NA
"4116","4.9  ",2016,"Mazda","MX","20877","31058"
"4117","3.9  ",2018,"Honda","Clarity","34295",NA
"4118","4.8  ",2008,"Ford","Focus","2730","118652"
"4119","4.9  ",2010,"Ford","F","23520","61389"
"4120","2  ",2009,"Subaru","Forester","7995","123456"
"4121","4.8  ",2011,"Mazda","CX","9300","143120"
"4122","3.8  ",2015,"Mercedes","Benz","26993","36542"
"4123","4.8  ",2015,"INFINITI","QX60","31328","33088"
"4124","4.4  ",2019,"Chevrolet","Traverse","45795",NA
"4125","4.7  ",2017,"Mazda","Mazda3","16380","5865"
"4126","4.8  ",2018,"Nissan","Rogue","26246","15636"
"4127","4.8  ",2018,"Nissan","Rogue","27860",NA
"4128","4.8  ",2018,"Ford","F","40995",NA
"4129","4.8  ",2018,"Ford","Transit","28795",NA
"4130","4.9  ",2017,"Volvo","XC60","34962","28518"
"4131","4.9  ",2018,"Audi","Q5","36898","16292"
"4132","4.9  ",2018,"Audi","Q5","36498","13224"
"4133","4.8  ",2018,"Honda","Accord","32798",NA
"4134","4.6  ",2019,"Honda","Pilot","45715",NA
"4135","4.9  ",2018,"Volkswagen","Golf","31485",NA
"4136","4.9  ",2016,"Audi","A6","32550","46008"
"4137","4.8  ",2018,"Honda","Accord","32335",NA
"4138","4.8  ",2015,"Honda","Civic","13998","6640"
"4139","4.8  ",2018,"Honda","Accord","36690",NA
"4140","4.3  ",2016,"Acura","RDX","29988","21261"
"4141","4.8  ",2019,"BMW","M5","118595",NA
"4142","4.8  ",2015,"Mercedes","Benz","46895","52982"
"4143","4.8  ",2015,"Honda","Accord","15950","17842"
"4144","4.3  ",2019,"Acura","RDX","43895",NA
"4145","4.9  ",2016,"Lexus","RX","38328","38397"
"4146","4.3  ",2017,"Acura","MDX","44898","8289"
"4147","4.8  ",2015,"BMW","335","35498","9001"
"4148","4.8  ",2016,"Lincoln","MKX","24999","43023"
"4149","4.8  ",2018,"Audi","Q5","37142","9194"
"4150","4.8  ",2016,"Acura","MDX","32600","27671"
"4151","4.7  ",2019,"Jeep","Cherokee","31834",NA
"4152","4.1  ",2018,"Honda","Accord","24460",NA
"4153","4.6  ",2018,"GMC","Sierra","37901",NA
"4154","4.5  ",2018,"Honda","Accord","24460",NA
"4155","4.5  ",2018,"Honda","Accord","32335",NA
"4156","4.5  ",2019,"Honda","Pilot","45715",NA
"4157","5  ",2011,"BMW","550","19000","63343"
"4158","4.7  ",2015,"Toyota","Venza","13500","79353"
"4159","3  ",2014,"Land","Rover","63600","15824"
"4160","4.7  ",2019,"INFINITI","QX50","54620",NA
"4161","4.7  ",2019,"INFINITI","QX50","48320",NA
"4162","4.9  ",2016,"BMW","750","59155","40285"
"4163","4.8  ",2015,"Audi","A8","42700","38653"
"4164","4.8  ",2017,"INFINITI","Q60","35980",NA
"4165","4.8  ",2018,"Honda","Clarity","32901","1100"
"4166","3.1  ",2009,"Audi","A4","8750","83124"
"4167","4.7  ",2018,"Toyota","Prius","30293",NA
"4168","4.7  ",2005,"Toyota","4Runner","11990","129256"
"4169","4.7  ",2015,"Toyota","Highlander","27970","38878"
"4170","4.8  ",2015,"Jeep","Grand","49500","9644"
"4171","4.9  ",2015,"BMW","328","28995","14250"
"4172","4.6  ",1987,"Mercury","Cougar","2895","68688"
"4173","3.3  ",2017,"Volkswagen","Jetta","19500","23897"
"4174","4.6  ",2013,"BMW","650","27995","66304"
"4175","4.9  ",2015,"Jeep","Wrangler","24998","57071"
"4176","4.7  ",2018,"Jeep","Wrangler","45760",NA
"4177","4.8  ",2016,"Toyota","Highlander","28958","25585"
"4178","4.9  ",2017,"Ford","Explorer","25490","36123"
"4179","4.9  ",2015,"Porsche","Macan","36490","57470"
"4180","5  ",2006,"Lexus","GX","14898","115218"
"4181","5  ",2014,"Jeep","Grand","20995","69736"
"4182","5  ",2013,"Ford","Sedan","12995","78359"
"4183","5  ",2002,"BMW","530","4995","123470"
"4184","4.8  ",2011,"Toyota","Camry","8991","115716"
"4185","4.8  ",2013,"Ford","Expedition","22688","46723"
"4186","4.4  ",2018,"Nissan","Murano","37666",NA
"4187","4.8  ",2018,"Hyundai","Kona","20844",NA
"4188","4.7  ",2012,"RAM","3500","39000","38709"
"4189","4.9  ",2015,"Jeep","Grand","23000","43177"
"4190","4.9  ",2019,"Volvo","XC60","51755",NA
"4191","4.7  ",2018,"Ford","Explorer","40042",NA
"4192","5  ",2008,"Buick","LaCrosse","9500","69268"
"4193","4.9  ",2010,"Toyota","RAV4","10492","103828"
"4194","5  ",2008,"Toyota","Highlander","11900","61375"
"4195","4.7  ",2018,"Toyota","Camry","19900","15519"
"4196","4.9  ",2018,"RAM","ProMaster","37271",NA
"4197","5  ",2015,"Toyota","Tacoma","25995","50288"
"4198",NA,2011,"Ford","F","19995","106511"
"4199","4.8  ",2019,"Chevrolet","Equinox","27584",NA
"4200","4.9  ",2016,"Toyota","Tacoma","24000","50000"
"4201","4.7  ",2018,"Chevrolet","Colorado","37090",NA
"4202","4.7  ",2018,"Nissan","Armada","51630",NA
"4203","4.7  ",2014,"RAM","1500","23000","68585"
"4204","4.9  ",2018,"Jeep","Grand","44530",NA
"4205","5  ",2006,"Porsche","Cayenne","17000","96000"
"4206","4.8  ",2010,"Nissan","Sentra","1950","144763"
"4207","4.7  ",2004,"Saab","9","1995","157258"
"4208","4.6  ",2019,"Chevrolet","Camaro","46516",NA
"4209","4.6  ",2019,"Hyundai","Santa","28315",NA
"4210","4.6  ",2019,"Hyundai","Santa","28245",NA
"4211","4.9  ",2018,"Kia","Stinger","38176",NA
"4212","5  ",2019,"MINI","Hardtop","31350",NA
"4213","5  ",2019,"MINI","Hardtop","26100",NA
"4214","5  ",2016,"BMW","340","33995","33090"
"4215","3  ",2019,"Buick","Envision","40535",NA
"4216","4.8  ",2018,"Honda","Clarity","34295",NA
"4217","4.8  ",2013,"Volkswagen","Tiguan","12348","62413"
"4218","3.9  ",2018,"Honda","Accord","26675",NA
"4219","4.7  ",2008,"Toyota","Tacoma","14988","104980"
"4220","4.8  ",2015,"Mercedes","Benz","53950","6260"
"4221","5  ",2018,"GMC","Terrain","32097",NA
"4222","4.8  ",2017,"Cadillac","XT5","32991","20060"
"4223","3.8  ",2017,"Jaguar","F","50494",NA
"4224","4.8  ",2017,"Nissan","Altima","16679","53511"
"4225","4.9  ",2016,"Volvo","XC90","34999","24598"
"4226","4.9  ",2017,"Honda","Fit","18257",NA
"4227","4.4  ",2018,"smart","ForTwo","28600",NA
"4228","4.8  ",2016,"Ford","Transit","24885","52817"
"4229","5  ",2017,"Mercedes","Benz","42995","19212"
"4230","3.8  ",2018,"Chevrolet","Malibu","27262",NA
"4231","4.9  ",2007,"Toyota","Prius","5695","129526"
"4232","4.9  ",2017,"Volkswagen","Golf","18991","10421"
"4233","4.9  ",2019,"Volkswagen","Atlas","38419",NA
"4234","4.9  ",2015,"Ford","Focus","14200","39525"
"4235","4.9  ",2016,"Chevrolet","Tahoe","44685","58628"
"4236","4.4  ",1968,"Cadillac","DeVille","8995","36042"
"4237","4.3  ",2017,"Acura","TLX","27488","32962"
"4238","4.9  ",2016,"Toyota","Highlander","33874","26433"
"4239","4.8  ",2016,"Toyota","Camry","16950","32855"
"4240","4.3  ",2014,"Lexus","GX","34988","27134"
"4241",NA,2018,"Alfa","Romeo","86940",NA
"4242","4.7  ",2019,"BMW","M5","113895",NA
"4243","5  ",2019,"Subaru","Legacy","31081",NA
"4244","5  ",2003,"Ford","F","11990","157531"
"4245","4.3  ",2006,"Jeep","Commander","7957","110148"
"4246","3  ",2013,"BMW","X6","38490","39310"
"4247","4.7  ",2018,"Honda","Pilot","35577","268"
"4248","4.8  ",2016,"Toyota","Corolla","14847","2918"
"4249",NA,2004,"Ford","F","10997","100753"
"4250","4.7  ",2018,"Jeep","Wrangler","50082",NA
"4251","4.1  ",2018,"Honda","Accord","26675",NA
"4252","4.7  ",2018,"RAM","ProMaster","37700",NA
"4253","4.8  ",2019,"Kia","Sorento","34685",NA
"4254","4.5  ",2019,"Honda","Pilot","45415",NA
"4255","4.5  ",2018,"Honda","Accord","24465",NA
"4256","4  ",2005,"Mercedes","Benz","14995","74822"
"4257","4  ",2009,"Volkswagen","Passat","7795","47314"
"4258","4  ",2005,"BMW","330","8450","81043"
"4259","4.9  ",2016,"Mazda","CX","23987","31805"
"4260","4.6  ",2019,"Volvo","XC90","63460",NA
"4261","4.6  ",2019,"Volvo","XC60","54415",NA
"4262","4.9  ",2018,"Mitsubishi","Outlander","25220",NA
"4263","4.8  ",2018,"Ford","Edge","39895",NA
"4264","4.7  ",2018,"Toyota","Prius","34788",NA
"4265","4.8  ",2015,"Lexus","IS","27588","69199"
"4266","4.8  ",2016,"Lexus","GX","46998","15214"
"4267","4.8  ",2016,"Lexus","RX","35798","42074"
"4268","4.9  ",2019,"Ford","F","73995","14"
"4269","4.8  ",2019,"Kia","Optima","33370",NA
"4270","4.5  ",2017,"Chevrolet","Tahoe","35988","57036"
"4271","3.5  ",2018,"Chevrolet","Silverado","49225",NA
"4272","3.4  ",2005,"Audi","allroad","10491","68177"
"4273","5  ",2003,"Jeep","Wrangler","7995","125375"
"4274","4.8  ",2014,"Audi","A4","14000","67512"
"4275","4.9  ",2018,"Mazda","CX","31270",NA
